PEUGEOT SA;FR0000121501;UG FP EQUITY;EUR;-;FRANCE;Consommation discrétionnaire;Automobiles et composants auto;Yann;NR;NR;;;;NR;NR;NR;NR;;;;NR;NR;NR;NR;;;;NR;NR;NR;NR;NR;NR;NR;;;NR;NR;NR;;NR;NR;;NR;NR;NR;Opportuniste;EUR;#N/A N/A;-;-10,94%;-;-;#N/A Invalid Security;-;-;-;-;-;CAC INDEX;-;-;Non suivi;-;50,0%;NOT RATED;2,0;0;1;0;1;0;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;-1,26;#N/A N/A;#N/A N/A;A;NR;Green;;;Bonus
PROSIEBENSAT.1 M;DE000PSM7770;PSM GR EQUITY;EUR;3,94;GERMANY;Services de communication;Médias et divertissement;Cédric;121;121;-0,23;12,37;13,63;3,00;3,00;4,00;3,33;3,08;135,01;22,90;2,00;1,00;4,00;2,33;32,41;10,88;2,27;5,00;5,00;3,00;4,33;3,33;NR;NR;;;NR;NR;NR;;NR;NR;;NR;NR;NR;Opportuniste;EUR;16,88;-;-18,19%;24,8%;-;#N/A Invalid Security;-;8,19;19,00;75,9%;22,7%;DAX INDEX;56,4%;8,5%;20,50;21,4%;55,6%;BUY;2,0;0;0;1;1;0;15,5;17,5;17,3;17,0;17,0;16,7;-0,15;-0,03;1,81;1,20;44,1;AA;49,65;Green;;Bonus;Bonus
STMICROELECTR-NY;US8610121027;STM US EQUITY;USD;35,43;SWITZERLAND;Technologies de l'information;Semi-conducteurs et équipemen;Louis;50;50;7,20;14,00;13,92;4,00;3,00;4,00;3,67;-0,47;-13,75;16,28;5,00;5,00;4,00;4,67;2,65;19,93;3,26;2,00;3,00;3,00;2,67;3,67;NR;NR;;;NR;NR;NR;;NR;NR;;NR;NR;NR;Core;USD;38,93;-;-22,18%;32,6%;-;#N/A Invalid Security;-;26,90;43,02;29,9%;4,9%;SPX INDEX;-5,8%;-12,0%;48,00;23,3%;62,5%;BUY;3,0;0;1;1;1;0;37,4;37,2;37,0;37,5;38,0;37,6;0,24;0,03;1,72;1,39;53,7;AA;79,83;NR;;Bonus;Bonus
SARTORIUS AG-PFD;DE0007165631;SRT3 GR EQUITY;EUR;36,87;GERMANY;Soins de santé;Equipement et services de sant;Thomas;50;50;18,67;31,36;21,74;5,00;5,00;5,00;5,00;2,88;146,84;26,43;2,00;1,00;5,00;2,67;1,29;66,30;20,69;1,00;1,00;4,00;2,00;3,67;NR;NR;;;NR;NR;NR;;NR;NR;;NR;NR;NR;Core;EUR;498,2;-;-22,04%;28,8%;-;#N/A Invalid Security;-;314,60;502,00;46,9%;45,0%;DAX INDEX;27,3%;30,8%;557,50;11,9%;78,6%;BUY;3,0;0;1;1;1;0;410,9;434,1;430,8;466,8;480,8;484,7;16,34;0,52;8,48;35,51;68,2;A;NR;NR;Bonus;Bonus;Bonus
ROCKWOOL INTL-B;DK0010219153;ROCKB DC EQUITY;DKK;65,98;DENMARK;Industrie;Biens d'investissement;Yann;223;223;3,37;12,91;13,26;4,00;3,00;4,00;3,67; ; ;12,11;1,00;1,00;3,00;1,67; ;30,54;3,84;5,00;2,00;2,00;3,00;3,00;NR;NR;;;NR;NR;NR;;NR;NR;;NR;NR;NR;Core;DKK;3282;-;-26,67%;22,1%;-;#N/A Invalid Security;-;2010,00;3309,00;56,3%;44,1%;OMXC25 INDEX;25,0%;29,3%;2900,00;-11,6%;23,1%;SELL;2,0;0;0;1;1;0;2628,2;2818,7;3060,6;3151,9;3201,9;3173,0;44,19;-5,93;12,13;347,05;61,7;A;NR;NR;;;Bonus
ROYAL DUTCH SH-B;GB00B03MM408;RDSB LN EQUITY;GBp;10534,31;NETHERLANDS;Energie;Energie;Louis;303;303;-10,53;70,52;-11,73;1,00;5,00;1,00;2,33;2,33;42,76;-9,32;2,00;3,00;1,00;2,00;4,69;7,29;0,78;3,00;5,00;5,00;4,33;2,75;NR;NR;;;NR;NR;NR;;NR;NR;;NR;NR;NR;Core;GBp;1337,4;-;-27,31%;30,0%;-;#N/A Invalid Security;-;845,40;1523,00;11,5%;6,2%;UKX INDEX;-1,5%;-2,4%;1904,00;42,4%;81,3%;BUY;2,0;0;0;1;1;0;1300,5;1374,6;1371,8;1399,5;1375,6;1339,0;-11,24;-12,30;12,38;83,24;41,5;A;76,43;NR;Bonus;Bonus;Bonus
KNORR-BREMSE AG;DE000KBX1006;KBX GR EQUITY;EUR;15,39;GERMANY;Industrie;Biens d'investissement;Yann;109;109;0,37;14,78;13,22;3,00;3,00;4,00;3,33;0,61;34,35;27,41;4,00;4,00;5,00;4,33;4,29;23,04;6,37;3,00;2,00;2,00;2,33;3,33;NR;NR;;;NR;NR;NR;;NR;NR;;NR;NR;NR;Opportuniste;EUR;95,74;-;-19,50%;50,1%;-;#N/A Invalid Security;-;89,88;117,24;-10,6%;-14,3%;DAX INDEX;-30,1%;-28,4%;110,00;14,9%;35,3%;HOLD;0,0;0;0;0;0;0;104,9;102,7;101,1;97,3;95,1;94,7;-2,31;-0,13;-0,09;-0,44;38,0;A;NR;NR;;;Bonus
JDE PEET'S NV;NL0014332678;JDEP NA EQUITY;EUR;15,01;NETHERLANDS;Consommation de base;Produits alimentaires, boisson;Sophie;194;194;0,68;6,08;14,03;3,00;2,00;4,00;3,00;3,66;49,04; ;1,00;3,00;5,00;3,00;5,73;17,16;1,40;3,00;3,00;4,00;3,33;3,08;NR;NR;;;NR;NR;NR;;NR;NR;;NR;NR;NR;Core;EUR;29,78;-;-21,77%;13,1%;-;#N/A Invalid Security;-;29,45;39,95;-21,2%;-19,4%;AEX INDEX;-50,9%;-39,1%;36,50;22,6%;46,7%;SELL;2,0;0;0;1;1;0;32,5;31,7;31,5;30,7;30,4;30,1;-0,40;-0,07;0,57;0,31;31,8;A;NR;NR;;;Bonus
SIEMENS ENERGY A;DE000ENER6Y0;ENR GR EQUITY;EUR;16,52;GERMANY;Industrie;Biens d'investissement;Yann;360;360;-2,92;8,54;-7,30;2,00;2,00;1,00;1,67;-35,21;-10,98;-11,99;5,00;5,00;1,00;3,67;3,18;24,53;1,04;2,00;2,00;5,00;3,00;2,50;NR;NR;;;NR;NR;NR;;NR;NR;;NR;NR;NR;Opportuniste;EUR;22,75;-;-36,42%;44,8%;-;#N/A Invalid Security;-;18,36;34,67;-;-24,2%;DAX INDEX;-;-38,3%;33,00;45,1%;89,5%;BUY;0,0;0;0;0;0;0;27,1;27,3;25,4;25,1;24,0;22,6;-0,81;-0,35;-6,04;-3,11;36,8;BBB;NR;NR;Bonus;Bonus;
STELLANTIS NV;NL00150001Q9;STLA US EQUITY;USD;58,01;NETHERLANDS;Consommation discrétionnaire;Automobiles et composants auto;Yann;50;50;-5,82; ; ;1,00;5,00;5,00;3,67; ; ; ;1,00;1,00;5,00;2,33; ;5,55;0,93;5,00;5,00;5,00;5,00;3,67;NR;NR;;;NR;NR;NR;;NR;NR;;NR;NR;NR;Core;USD;18,515;-;-16,04%;29,5%;-;#N/A Invalid Security;-;8,12;21,39;117,5%;26,8%;SPX INDEX;81,8%;10,0%;24,46;32,1%;84,0%;BUY;2,0;0;0;1;1;0;15,7;18,3;19,5;19,3;18,7;18,2;-0,41;-0,16;6,52;2,92;39,0;BB;NR;NR;Bonus;Bonus;
SWEDISH MATCH AB;SE0015812219;SWMA SS EQUITY;SEK;123,81;SWEDEN;Consommation de base;Produits alimentaires, boisson;Sophie;26;26;12,43;7,51;43,88;5,00;2,00;5,00;4,00;1,43;-212,23; ;3,00;5,00;5,00;4,33;4,35;19,11; ;3,00;3,00;4,00;3,33;3,92;NR;NR;;;NR;NR;NR;;NR;NR;;NR;NR;NR;Core;SEK;78,3;-;-20,33%;19,8%;-;#N/A Invalid Security;-;58,36;79,08;15,0%;22,8%;OMX INDEX;-18,7%;-4,2%;82,50;5,4%;70,0%;BUY;2,0;0;0;1;1;0;69,3;72,5;76,6;75,3;75,9;75,7;-0,09;-0,02;5,04;4,43;48,9;AA;NR;NR;Bonus;Bonus;Bonus
TESCO PLC;GB00BLGZ9862;TSCO LN EQUITY;GBp;1812,70;BRITAIN;Consommation de base;Vente au détail de produits a;Sophie;346;346;0,57;3,01;3,00;3,00;1,00;2,00;2,00;3,42;97,13;47,74;2,00;2,00;5,00;3,00;-1,29;11,95;1,34;1,00;4,00;5,00;3,33;2,58;NR;NR;;;NR;NR;NR;;NR;NR;;NR;NR;NR;Core;GBp;234,3;-;-11,33%;20,7%;-;#N/A Invalid Security;-;201,71;250,23;8,6%;1,4%;UKX INDEX;-4,4%;-7,2%;295,00;25,9%;75,0%;HOLD;0,0;0;0;0;0;0;228,1;227,4;228,6;230,9;233,8;231,8;1,37;-0,37;-0,10;-13,81;52,2;AA;NR;NR;Bonus;;Bonus
APPLE INC;US0378331005;AAPL US EQUITY;USD;2465,43;UNITED STATES;Technologies de l'information;Matériel et équipement liés;Moad;17;17;6,44;12,54;27,32;4,00;3,00;5,00;4,00;-0,82;-119,59;103,40;5,00;5,00;5,00;5,00;4,40;27,34;35,12;3,00;2,00;4,00;3,00;4,00;NR;NR;;;NR;NR;NR;;NR;NR;;NR;NR;NR;Core;USD;147,951;-;-20,38%;20,3%;-;#N/A Invalid Security;-;89,15;150,00;59,4%;11,6%;SPX INDEX;23,7%;-5,3%;160,00;8,1%;76,1%;NOT RATED;2,0;0;0;1;1;0;127,6;130,1;133,2;142,1;146,0;145,4;3,90;-0,15;0,81;6,53;64,6;BBB;NR;Orange;Bonus;;Malus
MICROSOFT CORP;US5949181045;MSFT US EQUITY;USD;2171,20;UNITED STATES;Technologies de l'information;Logiciels et services;Moad;7;7;13,98;17,72;40,15;5,00;4,00;5,00;4,67;-0,56;-32,82;44,99;5,00;5,00;5,00;5,00;3,02;32,65;10,88;2,00;1,00;4,00;2,33;4,17;NR;NR;;;NR;NR;NR;;NR;NR;;NR;NR;NR;Core;USD;288,15;-;-13,49%;13,8%;-;#N/A Invalid Security;-;196,25;288,80;42,3%;29,6%;SPX INDEX;6,6%;12,8%;300,00;4,1%;90,7%;NOT RATED;2,0;0;0;1;1;0;237,4;253,4;261,9;276,6;280,4;280,9;5,78;-0,17;0,70;21,57;72,4;AAA;NR;Orange;Bonus;;Malus
ALPHABET INC-C;US02079K1079;GOOG US EQUITY;USD;1790,71;UNITED STATES;Services de communication;Médias et divertissement;Cédric;44;44;18,16;8,97;25,26;5,00;2,00;5,00;4,00;-1,67;-46,93;23,69;5,00;5,00;4,00;4,67;3,63;25,18;6,32;2,00;2,00;2,00;2,00;3,67;NR;NR;;;NR;NR;NR;;NR;NR;;NR;NR;NR;Core;USD;2721,97;-;-18,11%;13,7%;-;#N/A Invalid Security;-;1406,55;2725,59;79,6%;55,4%;SPX INDEX;43,9%;38,5%;2750,00;1,0%;100,0%;NOT RATED;3,0;0;1;1;1;0;2069,5;2346,0;2493,6;2589,2;2625,2;2632,5;42,35;0,60;0,39;303,89;67,7;BBB;NR;Yellow;Bonus;;
TESLA INC;US88160R1014;TSLA US EQUITY;USD;616,16;UNITED STATES;Consommation discrétionnaire;Automobiles et composants auto;Yann;78;78;41,78;63,84;6,41;5,00;5,00;2,00;4,00;-0,99;-18,93;7,09;5,00;5,00;2,00;4,00;0,63;118,16;21,00;1,00;1,00;4,00;2,00;3,50;NR;NR;;;NR;NR;NR;;NR;NR;;NR;NR;NR;Opportuniste;USD;639,732;-;-36,25%;33,2%;-;#N/A Invalid Security;-;273,00;900,40;111,4%;-9,3%;SPX INDEX;75,7%;-26,2%;700,00;9,4%;43,2%;NOT RATED;0,0;0;0;0;0;0;641,7;653,0;628,0;664,3;657,1;651,1;3,82;-2,91;-1,10;-5,20;49,3;A;NR;Yellow;;;Bonus
VISA INC-CLASS A;US92826C8394;V US EQUITY;USD;547,08;UNITED STATES;Technologies de l'information;Logiciels et services;Moad;7;7;6,28;28,22;63,53;4,00;5,00;5,00;4,67;0,02;0,68;33,60;5,00;5,00;5,00;5,00;2,74;35,41;12,59;2,00;1,00;4,00;2,33;4,17;NR;NR;;;NR;NR;NR;;NR;NR;;NR;NR;NR;Core;USD;248,07;-;-16,45%;18,4%;-;#N/A Invalid Security;-;179,23;250,46;25,6%;13,4%;SPX INDEX;-10,0%;-3,4%;275,00;10,9%;88,1%;NOT RATED;3,0;0;1;1;1;0;216,8;227,8;233,7;240,0;243,2;243,8;3,12;0,08;0,82;25,69;59,2;A;NR;Yellow;Bonus;;Bonus
NVIDIA CORP;US67066G1040;NVDA US EQUITY;USD;480,58;UNITED STATES;Technologies de l'information;Semi-conducteurs et équipemen;Louis;5;5;22,18;35,69;28,62;5,00;5,00;5,00;5,00;-0,71;-26,25;33,43;5,00;5,00;5,00;5,00;1,49;44,45;15,79;1,00;1,00;4,00;2,00;4,25;NR;NR;;;NR;NR;NR;;NR;NR;;NR;NR;NR;Core;USD;193,1524;-;-24,38%;37,5%;-;#N/A Invalid Security;-;97,77;208,75;90,7%;48,0%;SPX INDEX;55,0%;31,1%;189,38;-2,0%;82,6%;NOT RATED;2,0;0;0;1;1;0;147,1;158,8;177,8;197,1;194,2;189,1;3,02;-2,27;16,12;27,14;55,7;AAA;NR;Green;Bonus;;Bonus
UNITEDHEALTH GRP;US91324P1021;UNH US EQUITY;USD;393,72;UNITED STATES;Soins de santé;Equipement et services de sant;Thomas;136;136;8,56;8,55;7,68;5,00;2,00;3,00;3,33;1,07;34,99;21,40;4,00;3,00;4,00;3,67;4,85;20,59;4,99;3,00;3,00;2,00;2,67;3,25;NR;NR;;;NR;NR;NR;;NR;NR;;NR;NR;NR;Core;USD;416,09;-;-11,15%;16,4%;-;#N/A Invalid Security;-;289,64;425,98;37,3%;18,7%;SPX INDEX;1,6%;1,8%;457,50;10,0%;81,5%;NOT RATED;3,0;0;1;1;1;0;364,8;392,0;406,8;410,2;415,4;414,4;3,47;0,20;0,89;28,84;57,4;BB;NR;Orange;Bonus;;Malus
MASTERCARD INC-A;US57636Q1040;MA US EQUITY;USD;385,16;UNITED STATES;Technologies de l'information;Logiciels et services;Moad;30;30;7,73;32,47;52,22;4,00;5,00;5,00;4,67;0,71;95,07;111,66;4,00;2,00;5,00;3,67;1,84;39,64;47,08;2,00;1,00;4,00;2,33;3,83;NR;NR;;;NR;NR;NR;;NR;NR;;NR;NR;NR;Core;USD;388,4;-;-21,07%;26,8%;-;#N/A Invalid Security;-;281,20;401,50;25,3%;8,8%;SPX INDEX;-10,4%;-8,0%;437,00;12,5%;88,4%;NOT RATED;3,0;0;1;1;1;0;353,2;371,6;369,8;376,2;380,2;377,8;2,80;0,01;0,39;32,38;55,2;A;NR;Yellow;Bonus;;Bonus
HOME DEPOT INC;US4370761029;HD US EQUITY;USD;350,09;UNITED STATES;Consommation discrétionnaire;Vente au détail;Bruno;164;164;9,65;2,29;14,70;5,00;1,00;4,00;3,33;1,47;2019,16; ;3,00;1,00;5,00;3,00;4,89;22,17;172,41;3,00;2,00;4,00;3,00;3,17;NR;NR;;;NR;NR;NR;;NR;NR;;NR;NR;NR;Core;USD;329,47;-;-13,12%;15,4%;-;#N/A Invalid Security;-;246,59;345,69;24,9%;24,0%;SPX INDEX;-10,8%;7,2%;350,00;6,2%;67,6%;NOT RATED;3,0;0;1;1;1;0;292,2;310,2;315,9;320,2;322,2;323,8;2,80;0,64;8,86;38,06;61,4;AA;NR;Green;;;Bonus
PROCTER & GAMBLE;US7427181091;PG US EQUITY;USD;339,52;UNITED STATES;Consommation de base;Produits domestiques et de soi;Sophie;89;89;2,94;4,69;23,94;3,00;2,00;5,00;3,33;0,95;42,24;30,99;4,00;3,00;5,00;4,00;4,81;23,69;7,98;3,00;2,00;4,00;3,00;3,42;NR;NR;;;NR;NR;NR;;NR;NR;;NR;NR;NR;Core;USD;138,277;-;-14,83%;10,9%;-;#N/A Invalid Security;-;121,54;146,92;9,6%;-0,6%;SPX INDEX;-26,1%;-17,5%;150,00;8,5%;45,8%;NOT RATED;1,0;0;1;0;0;0;135,4;134,4;136,1;137,0;138,6;139,5;1,16;0,20;-0,60;-0,09;54,3;A;NR;Orange;;;Malus
WALT DISNEY CO;US2546871060;DIS US EQUITY;USD;317,38;UNITED STATES;Services de communication;Médias et divertissement;Cédric;340;340;6,28;40,77;2,23;4,00;5,00;2,00;3,67;5,72;40,58;-5,13;1,00;3,00;1,00;1,67;0,39;40,28;3,42;1,00;1,00;3,00;1,67;2,67;NR;NR;;;NR;NR;NR;;NR;NR;;NR;NR;NR;Core;USD;175;-;-16,17%;24,7%;-;#N/A Invalid Security;-;113,37;203,02;48,2%;-3,4%;SPX INDEX;12,5%;-20,3%;212,00;21,1%;78,8%;NOT RATED;1,0;0;0;1;0;0;170,3;182,1;176,2;177,5;179,4;176,2;0,15;-0,31;2,61;-2,31;45,9;A;NR;Yellow;Bonus;;Bonus
ADOBE INC;US00724F1012;ADBE US EQUITY;USD;298,46;UNITED STATES;Technologies de l'information;Logiciels et services;Moad;7;7;20,86;19,27;35,75;5,00;4,00;5,00;4,67;-0,18;-7,76;45,14;5,00;5,00;5,00;5,00;2,73;45,12;16,21;2,00;1,00;4,00;2,33;4,17;NR;NR;;;NR;NR;NR;;NR;NR;;NR;NR;NR;Core;USD;626,345;-;-21,09%;16,9%;-;#N/A Invalid Security;-;420,78;627,75;45,1%;25,2%;SPX INDEX;9,4%;8,4%;627,50;0,2%;78,6%;NOT RATED;2,0;0;0;1;1;0;497,5;514,5;548,8;599,4;607,8;610,6;17,61;-1,24;2,41;55,16;77,8;AA;NR;Green;Bonus;;Bonus
COMCAST CORP-A;US20030N1019;CMCSA US EQUITY;USD;266,97;UNITED STATES;Services de communication;Médias et divertissement;Cédric;136;136;7,16;12,44;16,97;4,00;3,00;4,00;3,67;3,04;99,24;13,46;2,00;2,00;3,00;2,33;7,05;17,07;2,56;4,00;3,00;3,00;3,33;3,25;NR;NR;;;NR;NR;NR;;NR;NR;;NR;NR;NR;Core;USD;58,05;-;-11,10%;17,7%;-;#N/A Invalid Security;-;40,97;59,11;36,6%;10,8%;SPX INDEX;0,9%;-6,1%;65,00;12,0%;80,0%;NOT RATED;2,0;0;0;1;1;0;52,7;56,2;56,9;57,5;57,7;57,4;0,20;-0,06;1,17;3,34;53,8;BB;NR;Yellow;Bonus;;
NIKE INC -CL B;US6541061031;NKE US EQUITY;USD;260,81;UNITED STATES;Consommation discrétionnaire;Biens de consommation durables;Bruno;50;50;7,39;13,87;15,58;4,00;3,00;4,00;3,67;-0,13;-5,19;55,01;5,00;5,00;5,00;5,00;1,81;36,26;16,75;2,00;1,00;4,00;2,33;3,67;NR;NR;;;NR;NR;NR;;NR;NR;;NR;NR;NR;Opportuniste;USD;164,9;-;-13,38%;45,4%;-;#N/A Invalid Security;-;95,80;165,31;67,8%;16,6%;SPX INDEX;32,1%;-0,3%;181,50;10,1%;84,4%;NOT RATED;2,0;0;0;1;1;0;137,3;139,0;143,1;158,0;161,0;160,4;5,79;-0,47;8,93;19,27;74,6;A;NR;Orange;Bonus;;Malus
EXXON MOBIL CORP;US30231G1022;XOM US EQUITY;USD;240,08;UNITED STATES;Energie;Energie;Louis;377;377;-6,95;46,42;-15,12;1,00;5,00;1,00;2,33;3,35;36,45;-11,27;2,00;3,00;1,00;2,00;1,64;12,95;1,41;1,00;4,00;4,00;3,00;2,42;NR;NR;;;NR;NR;NR;;NR;NR;;NR;NR;NR;Core;USD;56,92;-;-28,41%;31,4%;-;#N/A Invalid Security;-;31,11;64,93;30,3%;38,1%;SPX INDEX;-5,4%;21,2%;67,00;17,7%;33,3%;NOT RATED;2,0;0;0;1;1;0;50,8;59,4;60,9;60,6;58,5;56,7;-1,32;-0,55;15,22;3,41;38,1;BBB;NR;Orange;;;Malus
COCA-COLA CO/THE;US1912161007;KO US EQUITY;USD;245,03;UNITED STATES;Consommation de base;Produits alimentaires, boisson;Sophie;194;194;-2,68;14,06;27,93;2,00;3,00;5,00;3,33;2,98;145,06;37,48;2,00;1,00;5,00;2,67;4,37;24,57;12,63;3,00;2,00;4,00;3,00;3,08;NR;NR;;;NR;NR;NR;;NR;NR;;NR;NR;NR;Core;USD;56,81;-;-12,20%;14,4%;-;#N/A Invalid Security;-;46,22;57,56;17,7%;3,6%;SPX INDEX;-18,0%;-13,3%;63,00;10,9%;67,9%;NOT RATED;3,0;0;1;1;1;0;52,4;53,9;55,0;55,0;55,8;56,2;0,45;0,21;2,63;3,16;63,8;AA;NR;Yellow;;;Bonus
VERIZON COMMUNIC;US92343V1044;VZ US EQUITY;USD;230,83;UNITED STATES;Services de communication;Services de télécommunicatio;Cédric;136;136;0,63;4,54;23,15;3,00;2,00;5,00;3,33;3,63;233,34;28,74;1,00;1,00;5,00;2,33;10,48;10,88;2,78;4,00;5,00;3,00;4,00;3,25;NR;NR;;;NR;NR;NR;;NR;NR;;NR;NR;NR;Core;USD;55,705;-;-11,35%;9,9%;-;#N/A Invalid Security;-;53,83;61,95;-0,3%;-5,2%;SPX INDEX;-36,0%;-22,0%;60,00;7,7%;26,7%;NOT RATED;2,0;0;0;1;1;0;57,6;57,0;56,7;56,2;56,1;56,0;-0,20;0,00;3,46;0,05;44,8;BBB;NR;Yellow;;;
INTEL CORP;US4581401001;INTC US EQUITY;USD;214,62;UNITED STATES;Technologies de l'information;Semi-conducteurs et équipemen;Louis;59;59;7,55;-5,53;26,17;4,00;1,00;5,00;3,33;0,25;10,13;23,82;4,00;4,00;4,00;4,00;7,09;11,99;2,49;4,00;4,00;3,00;3,67;3,58;NR;NR;;;NR;NR;NR;;NR;NR;;NR;NR;NR;Core;USD;52,985;-;-26,47%;25,0%;-;#N/A Invalid Security;-;43,61;68,49;-12,3%;6,3%;SPX INDEX;-48,0%;-10,5%;65,00;22,7%;40,9%;NOT RATED;1,0;0;0;1;0;0;55,7;59,2;56,3;56,1;55,9;55,4;-0,30;0,01;0,34;-3,97;48,4;AA;NR;Orange;;;Malus
CISCO SYSTEMS;US17275R1023;CSCO US EQUITY;USD;231,11;UNITED STATES;Technologies de l'information;Matériel et équipement liés;Moad;35;35;0,99;6,35;25,60;3,00;2,00;5,00;3,33;-0,75;-27,46;26,92;5,00;5,00;5,00;5,00;6,52;15,79;4,86;4,00;4,00;2,00;3,33;3,75;NR;NR;;;NR;NR;NR;;NR;NR;;NR;NR;NR;Core;USD;54,91;-;-25,11%;14,8%;-;#N/A Invalid Security;-;35,28;55,35;15,8%;22,7%;SPX INDEX;-19,9%;5,9%;56,00;2,0%;53,3%;NOT RATED;2,0;0;1;0;1;0;47,5;52,0;53,3;53,4;53,7;53,8;0,21;0,08;-0,33;3,45;60,7;AA;NR;Green;;;Bonus
PEPSICO INC;US7134481081;PEP US EQUITY;USD;216,47;UNITED STATES;Consommation de base;Produits alimentaires, boisson;Sophie;223;223;3,48;5,65;15,12;4,00;2,00;4,00;3,33;2,62;237,18;59,07;2,00;1,00;5,00;2,67;3,49;24,07;12,21;2,00;2,00;4,00;2,67;3,00;NR;NR;;;NR;NR;NR;;NR;NR;;NR;NR;NR;Core;USD;156,44;-;-12,92%;12,7%;-;#N/A Invalid Security;-;128,32;157,54;14,1%;5,5%;SPX INDEX;-21,6%;-11,4%;167,00;6,8%;52,2%;NOT RATED;3,0;0;1;1;1;0;142,6;144,5;148,6;151,0;154,0;155,6;2,30;0,47;1,87;10,46;72,7;AA;NR;Yellow;;;Bonus
ABBOTT LABS;US0028241000;ABT US EQUITY;USD;213,70;UNITED STATES;Soins de santé;Equipement et services de sant;Thomas;164;164;8,15;4,81;17,97;4,00;2,00;4,00;3,33;0,99;29,67;17,95;4,00;4,00;4,00;4,00;3,57;26,31;4,86;2,00;2,00;2,00;2,00;3,17;NR;NR;;;NR;NR;NR;;NR;NR;;NR;NR;NR;Core;USD;119,84;-;-17,19%;14,6%;-;#N/A Invalid Security;-;98,36;128,54;18,9%;9,5%;SPX INDEX;-16,8%;-7,4%;128,00;6,8%;76,0%;NOT RATED;0,0;0;0;0;0;0;114,9;117,3;114,7;117,5;118,3;118,5;1,23;-0,02;-13,16;-7,90;56,9;BB;NR;Orange;Bonus;;Malus
THERMO FISHER;US8835561023;TMO US EQUITY;USD;207,90;UNITED STATES;Soins de santé;Sciences pharmaceutiques, biot;Thomas;109;109;15,81;-0,42;27,68;5,00;1,00;5,00;3,67;1,06;37,26;24,91;4,00;3,00;4,00;3,67;4,46;25,42;5,02;3,00;2,00;2,00;2,33;3,33;NR;NR;;;NR;NR;NR;;NR;NR;;NR;NR;NR;Core;USD;528,1;-;-16,70%;17,7%;-;#N/A Invalid Security;-;399,16;532,57;28,7%;13,4%;SPX INDEX;-7,0%;-3,5%;556,00;5,3%;82,6%;NOT RATED;0,0;0;0;0;0;0;476,4;473,8;483,1;513,1;517,4;520,5;10,47;-0,90;-0,46;-1,56;66,3;BBB;NR;Green;Bonus;;
CHEVRON CORP;US1667641005;CVX US EQUITY;USD;190,30;UNITED STATES;Energie;Energie;Louis;377;377;-6,60;52,97;-12,05;1,00;5,00;1,00;2,33;4,82;28,84;-8,97;1,00;4,00;1,00;2,00;1,25;14,37;1,39;1,00;4,00;4,00;3,00;2,42;NR;NR;;;NR;NR;NR;;NR;NR;;NR;NR;NR;Core;USD;98,69;-;-25,46%;27,8%;-;#N/A Invalid Security;-;65,16;113,11;8,4%;16,9%;SPX INDEX;-27,3%;0,0%;122,57;24,2%;58,1%;NOT RATED;2,0;0;0;1;1;0;95,5;105,2;105,1;102,7;100,5;97,9;-2,08;-0,52;18,37;2,72;39,3;BBB;NR;Orange;;;Malus
DANAHER CORP;US2358511028;DHR US EQUITY;USD;206,37;UNITED STATES;Soins de santé;Equipement et services de sant;Thomas;59;59;13,11;15,09;22,30;5,00;4,00;5,00;4,67;1,87;36,92;13,83;3,00;3,00;3,00;3,00;3,97;31,66;4,52;3,00;1,00;2,00;2,00;3,58;NR;NR;;;NR;NR;NR;;NR;NR;;NR;NR;NR;Core;USD;288,945;-;-13,63%;22,1%;-;#N/A Invalid Security;-;190,34;291,41;45,0%;30,1%;SPX INDEX;9,3%;13,2%;319,00;10,4%;87,5%;NOT RATED;3,0;0;1;1;1;0;238,8;247,7;261,1;276,8;281,0;284,2;7,00;0,13;4,98;27,57;72,5;BB;NR;Green;Bonus;;
UNITED PARCEL-B;US9113121068;UPS US EQUITY;USD;184,97;UNITED STATES;Industrie;Transport;Thomas;133;133;8,42;7,04;10,62;5,00;2,00;3,00;3,33;1,44;261,45;100,59;3,00;1,00;5,00;3,00;4,82;18,99;12,95;3,00;3,00;4,00;3,33;3,25;NR;NR;;;NR;NR;NR;;NR;NR;;NR;NR;NR;Core;USD;212,28;-;-11,76%;14,8%;-;#N/A Invalid Security;-;117,54;219,59;79,7%;26,1%;SPX INDEX;44,0%;9,2%;225,00;6,0%;58,1%;NOT RATED;3,0;0;1;1;1;0;179,8;193,8;209,7;210,7;212,3;212,0;1,66;0,02;0,92;41,83;58,9;BBB;NR;Yellow;;;
COSTCO WHOLESALE;US22160K1051;COST US EQUITY;USD;185,18;UNITED STATES;Consommation de base;Vente au détail de produits a;Sophie;59;59;8,93;9,60;3,41;5,00;3,00;2,00;3,33;-0,11;-5,29;28,40;5,00;5,00;5,00;5,00;4,06;36,35;8,57;3,00;1,00;4,00;2,67;3,58;NR;NR;;;NR;NR;NR;;NR;NR;;NR;NR;NR;Core;USD;418,91;-;-19,49%;12,4%;-;#N/A Invalid Security;-;307,00;419,72;31,8%;11,2%;SPX INDEX;-3,9%;-5,7%;430,00;2,6%;68,6%;NOT RATED;3,0;0;1;1;1;0;368,3;372,6;391,8;405,2;412,2;414,7;7,56;0,57;5,44;34,34;71,8;BBB;NR;Green;;;
