Ticker ;ISIN;Valeurs;Catégorie;Pays;Secteur;Industrie;Responsable;Devise;Cours actuel;Capitalisation (EUR Mds.);YTD absolu (LC);Target consensus;Potentiel Consensus;Date d'entrée;Performance réalisée depuis l'entrée;Score fondamental;Score technique;Total;Consensus analystes;Achat SG;ESG;DJ 30;S&P 500;STOXX 600;SBF 120;CAC 40;CAC PME;SL CORE;SL SATELLITE
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
DNBH NO EQUITY;NO0010031479;DNB ASA;Opportuniste;NORWAY;Finance;Banques;Chantal;NOK;186,45;289,07;11,0%;195,00;4,6%;-;-;NR;2,00;-;;Bonus;Bonus;NON;NON;OUI;NON;NON;NON;NON;NON
OHL SM EQUITY;ES0142090317;OBRASCON HUARTE;Opportuniste;SPAIN;Industrie;Biens d'investissement;Yann;EUR;#N/A N/A;-;-;0,80;-;-;-;NR;2,00;-;;Bonus;;NON;NON;NON;NON;NON;NON;NON;NON
UBI IM EQUITY;IT0003487029;UBI BANCA SPA;Opportuniste;ITALY;Finance;Banques;Chantal;EUR;#N/A N/A;-;-;Non suivi;-;-;-;NR;2,00;-;;Bonus;Bonus;NON;NON;NON;NON;NON;NON;NON;NON
BKIA SM EQUITY;ES0113307062;BANKIA SA;Opportuniste;SPAIN;Finance;Banques;Chantal;EUR;#N/A N/A;-;-;1,06;-;-;-;NR;0,00;-;;;;NON;NON;NON;NON;NON;NON;NON;NON
UG FP EQUITY;FR0000121501;PEUGEOT SA;Opportuniste;FRANCE;Consommation discrétionnaire;Automobiles et composants auto;Yann;EUR;#N/A N/A;-;-;Non suivi;-;-;-;NR;1,00;-;;;Bonus;NON;NON;NON;NON;NON;NON;NON;NON
RIO LN EQUITY;GB0007188757;RIO TINTO PLC;Core;BRITAIN;Matériaux;Matériaux;Jeremy;GBp;6042,00;10063,74;11,6%;6500,00;7,6%;-;-;4,42;3,00;4,06;;Bonus;Malus;NON;NON;OUI;NON;NON;NON;NON;NON
LRCX US EQUITY;US5128071082;LAM RESEARCH;Core;UNITED STATES;Technologies de l'information;Semi-conducteurs et équipemen;Louis;USD;647,96;92,33;37,2%;750,00;15,7%;-;-;4,33;3,00;4,00;Bonus;;Bonus;NON;OUI;NON;NON;NON;NON;NON;NON
LUNE SS EQUITY;SE0000825820;LUNDIN ENERGY AB;Core;SWEDEN;Energie;Energie;Louis;SEK;262,20;75,03;17,9%;305,00;16,3%;-;-;4,67;2,00;4,00;;;Malus;NON;NON;OUI;NON;NON;NON;NON;NON
OTP HB EQUITY;HU0000061726;OTP BANK PLC;Core;HUNGARY;Finance;Banques;Chantal;HUF;16500,00;4620,00;23,5%;18530,00;12,3%;-;-;4,25;3,00;3,94;Bonus;;Bonus;NON;NON;NON;NON;NON;NON;NON;NON
NVDA US EQUITY;US67066G1040;NVIDIA CORP;Core;UNITED STATES;Technologies de l'information;Semi-conducteurs et équipemen;Louis;USD;203,66;507,52;56,0%;192,50;-5,5%;-;-;4,25;3,00;3,94;Bonus;;Bonus;NON;OUI;NON;NON;NON;NON;NON;NON
CTSH US EQUITY;US1924461023;COGNIZANT TECH-A;Core;UNITED STATES;Technologies de l'information;Logiciels et services;Moad;USD;73,00;38,37;-10,9%;87,50;19,9%;-;-;3,83;4,00;3,88;;Bonus;Bonus;NON;OUI;NON;NON;NON;NON;NON;NON
AMD US EQUITY;US0079031078;ADV MICRO DEVICE;Opportuniste;UNITED STATES;Technologies de l'information;Semi-conducteurs et équipemen;Louis;USD;110,11;133,56;20,1%;110,00;-0,1%;-;-;4,17;3,00;3,88;;;;NON;OUI;NON;NON;NON;NON;NON;NON
AMAT US EQUITY;US0382221051;APPLIED MATERIAL;Core;UNITED STATES;Technologies de l'information;Semi-conducteurs et équipemen;Louis;USD;142,65;130,38;65,3%;160,00;12,2%;-;-;4,17;3,00;3,88;Bonus;;Bonus;NON;OUI;NON;NON;NON;NON;NON;NON
ASML NA EQUITY;NL0010273215;ASML HOLDING NV;Core;NETHERLANDS;Technologies de l'information;Semi-conducteurs et équipemen;Louis;EUR;673,70;282,74;69,5%;677,50;0,6%;26/01/2021;46,90%;4,08;3,00;3,81;;Bonus;Bonus;NON;NON;OUI;NON;NON;NON;OUI;NON
DIM FP EQUITY;FR0013154002;SARTORIUS STEDIM;Core;FRANCE;Soins de santé;Sciences pharmaceutiques, biot;Thomas;EUR;485,10;44,72;66,6%;504,00;3,9%;-;-;4,08;3,00;3,81;Bonus;Bonus;;NON;NON;OUI;OUI;NON;NON;NON;NON
YKBNK TI EQUITY;TRAYKBNK91N6;YAPI KREDI;Opportuniste;TURKEY;Finance;Banques;Chantal;TRY;2,49;21,03;-19,2%;3,45;38,6%;-;-;3,75;4,00;3,81;Bonus;Bonus;;NON;NON;NON;NON;NON;NON;NON;NON
HLAG GR EQUITY;DE000HLAG475;HAPAG-LLOYD AG;Opportuniste;GERMANY;Industrie;Transport;Thomas;EUR;203,40;35,75;121,3%;159,50;-21,6%;-;-;4,08;3,00;3,81;;;;NON;NON;NON;NON;NON;NON;NON;NON
MAERSKB DC EQUITY;DK0010244508;AP MOLLER-B;Core;DENMARK;Industrie;Transport;Thomas;DKK;17540,00;333,89;29,0%;19500,00;11,2%;-;-;4,42;2,00;3,81;;;Bonus;NON;NON;OUI;NON;NON;NON;NON;NON
RMS FP EQUITY;FR0000052292;HERMES INTL;Core;FRANCE;Consommation discrétionnaire;Biens de consommation durables;Bruno;EUR;1343,50;141,83;52,7%;1200,00;-10,7%;09/06/2020;75,42%;4,00;3,00;3,75;;Bonus;;NON;NON;OUI;OUI;OUI;NON;OUI;NON
NOVOB DC EQUITY;DK0060534915;NOVO NORDISK-B;Core;DENMARK;Soins de santé;Sciences pharmaceutiques, biot;Thomas;DKK;633,90;1465,23;48,6%;580,50;-8,4%;-;-;3,92;3,00;3,69;;;Bonus;NON;NON;OUI;NON;NON;NON;NON;NON
ISRG US EQUITY;US46120E6023;INTUITIVE SURGIC;Core;UNITED STATES;Soins de santé;Equipement et services de sant;Thomas;USD;1030,02;122,47;25,9%;1000,00;-2,9%;-;-;3,92;3,00;3,69;;;Malus;NON;OUI;NON;NON;NON;NON;NON;NON
SWMA SS EQUITY;SE0015812219;SWEDISH MATCH AB;Core;SWEDEN;Consommation de base;Produits alimentaires, boisson;Sophie;SEK;77,68;122,73;21,8%;83,00;6,8%;-;-;3,92;3,00;3,69;Bonus;Bonus;Bonus;NON;NON;OUI;NON;NON;NON;NON;NON
QCOM US EQUITY;US7475251036;QUALCOMM INC;Core;UNITED STATES;Technologies de l'information;Semi-conducteurs et équipemen;Louis;USD;146,28;165,00;-4,0%;180,00;23,1%;-;-;3,92;3,00;3,69;Bonus;;;NON;OUI;NON;NON;NON;NON;NON;NON
ZM US EQUITY;US98980L1017;ZOOM VIDEO COM-A;Opportuniste;UNITED STATES;Technologies de l'information;Logiciels et services;Moad;USD;383,47;113,88;13,7%;400,00;4,3%;-;-;4,25;2,00;3,69;;;;NON;NON;NON;NON;NON;NON;NON;NON
ALRS RM EQUITY;RU0007252813;ALROSA;Core;RUSSIA;Matériaux;Matériaux;Jeremy;RUB;137,91;1015,85;40,3%;141,00;2,2%;-;-;3,83;3,00;3,63;;Bonus;;NON;NON;NON;NON;NON;NON;NON;NON
NEM GR EQUITY;DE0006452907;NEMETSCHEK SE;Opportuniste;GERMANY;Technologies de l'information;Logiciels et services;Moad;EUR;78,36;9,05;29,7%;73,00;-6,8%;-;-;3,83;3,00;3,63;;;;NON;NON;OUI;NON;NON;NON;NON;NON
MSFT US EQUITY;US5949181045;MICROSOFT CORP;Core;UNITED STATES;Technologies de l'information;Logiciels et services;Moad;USD;289,46;2175,26;30,1%;325,00;12,3%;01/01/2020;83,55%;4,17;2,00;3,63;Bonus;;Malus;OUI;OUI;NON;NON;NON;NON;OUI;NON
V US EQUITY;US92826C8394;VISA INC-CLASS A;Core;UNITED STATES;Technologies de l'information;Logiciels et services;Moad;USD;241,40;530,46;10,4%;283,35;17,4%;-;-;4,17;2,00;3,63;Bonus;;Bonus;OUI;OUI;NON;NON;NON;NON;NON;NON
ADBE US EQUITY;US00724F1012;ADOBE INC;Core;UNITED STATES;Technologies de l'information;Logiciels et services;Moad;USD;631,38;300,79;26,2%;627,50;-0,6%;-;-;4,17;2,00;3,63;Bonus;;Bonus;NON;OUI;NON;NON;NON;NON;NON;NON
INTU US EQUITY;US4612021034;INTUIT INC;Core;UNITED STATES;Technologies de l'information;Logiciels et services;Moad;USD;534,29;146,00;40,7%;500,00;-6,4%;-;-;4,17;2,00;3,63;Bonus;;Bonus;NON;OUI;NON;NON;NON;NON;NON;NON
ASRNL NA EQUITY;NL0011872643;ASR NEDERLAND NV;Opportuniste;NETHERLANDS;Finance;Assurance;Chantal;EUR;36,25;5,00;10,4%;41,00;13,1%;-;-;3,75;3,00;3,56;Bonus;;;NON;NON;OUI;NON;NON;NON;NON;NON
VMUK LN EQUITY;GB00BD6GN030;VIRGIN MONEY UK;Core;BRITAIN;Finance;Banques;Chantal;GBp;202,80;292,03;50,8%;222,00;9,5%;-;-;3,75;3,00;3,56;;Bonus;;NON;NON;OUI;NON;NON;NON;NON;NON
GS US EQUITY;US38141G1040;GOLDMAN SACHS GP;Core;UNITED STATES;Finance;Services financiers diversifi;Chantal;USD;397,89;139,94;50,9%;420,00;5,6%;-;-;3,75;3,00;3,56;;Bonus;Malus;OUI;OUI;NON;NON;NON;NON;NON;NON
IPN FP EQUITY;FR0010259150;IPSEN;Opportuniste;FRANCE;Soins de santé;Sciences pharmaceutiques, biot;Thomas;EUR;90,30;7,57;33,0%;92,00;1,9%;-;-;3,75;3,00;3,56;;;Bonus;NON;NON;OUI;OUI;NON;NON;NON;NON
SBER RM EQUITY;RU0009029540;SBERBANK;Core;RUSSIA;Finance;Banques;Chantal;RUB;324,95;7017,92;19,9%;387,50;19,2%;-;-;3,75;3,00;3,56;Bonus;Bonus;;NON;NON;NON;NON;NON;NON;NON;NON
MU US EQUITY;US5951121038;MICRON TECH;Core;UNITED STATES;Technologies de l'information;Semi-conducteurs et équipemen;Louis;USD;82,00;92,31;9,1%;112,50;37,2%;-;-;4,08;2,00;3,56;Bonus;;;NON;OUI;NON;NON;NON;NON;NON;NON
BESI NA EQUITY;NL0012866412;BE SEMICONDUCTOR;Opportuniste;NETHERLANDS;Technologies de l'information;Semi-conducteurs et équipemen;Louis;EUR;79,24;6,23;59,8%;82,00;3,5%;-;-;3,75;3,00;3,56;;;;NON;NON;OUI;NON;NON;NON;NON;NON
TXN US EQUITY;US8825081040;TEXAS INSTRUMENT;Core;UNITED STATES;Technologies de l'information;Semi-conducteurs et équipemen;Louis;USD;192,96;178,14;17,6%;202,50;4,9%;-;-;3,75;3,00;3,56;;;Bonus;NON;OUI;NON;NON;NON;NON;NON;NON
ABBV US EQUITY;US00287Y1091;ABBVIE INC;Core;UNITED STATES;Soins de santé;Sciences pharmaceutiques, biot;Thomas;USD;114,45;202,25;6,8%;126,00;10,1%;-;-;4,00;2,00;3,50;Bonus;;Malus;NON;OUI;NON;NON;NON;NON;NON;NON
AKRBP NO EQUITY;NO0010345853;AKER BP ASA;Core;NORWAY;Energie;Energie;Louis;NOK;237,90;85,67;10,0%;300,00;26,1%;-;-;4,00;2,00;3,50;;;Bonus;NON;NON;OUI;NON;NON;NON;NON;NON
GOOGL US EQUITY;US02079K3059;ALPHABET INC-A;Core;UNITED STATES;Services de communication;Médias et divertissement;Cédric;USD;2714,77;1818,98;54,9%;3155,00;16,2%;-;-;3,67;3,00;3,50;Bonus;Bonus;;NON;OUI;NON;NON;NON;NON;NON;NON
KER FP EQUITY;FR0000121485;KERING;Core;FRANCE;Consommation discrétionnaire;Biens de consommation durables;Bruno;EUR;784,80;98,11;32,0%;820,00;4,5%;-;-;3,67;3,00;3,50;;Bonus;Malus;NON;NON;OUI;OUI;OUI;NON;NON;NON
PYPL US EQUITY;US70450Y1038;PAYPAL HOLDINGS;Core;UNITED STATES;Technologies de l'information;Logiciels et services;Moad;USD;279,54;328,47;19,4%;330,00;18,1%;30/03/2021;18,18%;4,00;2,00;3,50;Bonus;;Bonus;NON;OUI;NON;NON;NON;NON;NON;OUI
STM FP EQUITY;NL0000226223;STMICROELECTRONI;Core;SWITZERLAND;Technologies de l'information;Semi-conducteurs et équipemen;Louis;EUR;36,49;33,25;20,5%;41,00;12,4%;-;-;3,67;3,00;3,50;;Bonus;Bonus;NON;NON;OUI;OUI;OUI;NON;NON;NON
CAF SM EQUITY;ES0121975009;CAF;Opportuniste;SPAIN;Industrie;Biens d'investissement;Yann;EUR;36,70;1,26;-6,5%;46,73;27,3%;-;-;3,33;4,00;3,50;Bonus;;;NON;NON;NON;NON;NON;NON;NON;NON
STM US EQUITY;US8610121027;STMICROELECTR-NY;Core;SWITZERLAND;Technologies de l'information;Semi-conducteurs et équipemen;Louis;USD;42,10;38,36;13,4%;49,50;17,6%;-;-;3,67;3,00;3,50;;Bonus;Bonus;NON;NON;NON;NON;NON;NON;NON;NON
SRT3 GR EQUITY;DE0007165631;SARTORIUS AG-PFD;Core;GERMANY;Soins de santé;Equipement et services de sant;Thomas;EUR;536,00;41,99;56,0%;565,00;5,4%;-;-;3,67;3,00;3,50;Bonus;Bonus;Bonus;NON;NON;OUI;NON;NON;NON;NON;NON
STLA US EQUITY;NL00150001Q9;STELLANTIS NV;Core;NETHERLANDS;Consommation discrétionnaire;Automobiles et composants auto;Yann;USD;21,09;66,04;44,5%;27,11;28,5%;-;-;3,67;3,00;3,50;Bonus;Bonus;;NON;NON;OUI;OUI;OUI;NON;NON;NON
AAPL US EQUITY;US0378331005;APPLE INC;Core;UNITED STATES;Technologies de l'information;Matériel et équipement liés;Moad;USD;146,14;2415,72;10,1%;168,38;15,2%;30/06/2021;6,70%;4,00;2,00;3,50;Bonus;;Malus;OUI;OUI;NON;NON;NON;NON;OUI;NON
NKE US EQUITY;US6541061031;NIKE INC -CL B;Core;UNITED STATES;Consommation discrétionnaire;Biens de consommation durables;Bruno;USD;172,80;273,34;22,1%;182,00;5,3%;-;-;3,67;3,00;3,50;Bonus;;Malus;OUI;OUI;NON;NON;NON;NON;NON;NON
SSABA SS EQUITY;SE0000171100;SSAB-A;Core;SWEDEN;Matériaux;Matériaux;Jeremy;SEK;49,99;46,79;70,6%;60,00;20,0%;-;-;3,58;3,00;3,44;Bonus;;Bonus;NON;NON;NON;NON;NON;NON;NON;NON
EL FP EQUITY;FR0000121667;ESSILORLUXOTTICA;Core;FRANCE;Consommation discrétionnaire;Biens de consommation durables;Bruno;EUR;165,84;73,25;30,0%;173,00;4,3%;-;-;3,58;3,00;3,44;;;Bonus;NON;NON;OUI;OUI;OUI;NON;NON;NON
BPE IM EQUITY;IT0000066123;BPER BANCA;Opportuniste;ITALY;Finance;Banques;Chantal;EUR;1,79;2,53;20,6%;2,30;28,5%;-;-;4,25;1,00;3,44;;;Bonus;NON;NON;NON;NON;NON;NON;NON;NON
BZU IM EQUITY;IT0001347308;BUZZI UNICEM SPA;Opportuniste;ITALY;Matériaux;Matériaux;Jeremy;EUR;21,75;4,19;15,8%;27,75;27,6%;-;-;3,92;2,00;3,44;Bonus;Bonus;;NON;NON;NON;NON;NON;NON;NON;NON
GEBN SW EQUITY;CH0030170408;GEBERIT AG-REG;Core;SWITZERLAND;Industrie;Biens d'investissement;Yann;CHF;756,40;27,14;36,5%;650,00;-14,1%;-;-;3,58;3,00;3,44;;;Bonus;NON;NON;OUI;NON;NON;NON;NON;NON
EDEN FP EQUITY;FR0010908533;EDENRED;Core;FRANCE;Technologies de l'information;Logiciels et services;Moad;EUR;49,03;12,24;5,6%;55,00;12,2%;-;-;3,92;2,00;3,44;;Bonus;Bonus;NON;NON;OUI;OUI;NON;NON;NON;NON
KSP ID EQUITY;IE0004927939;KINGSPAN GROUP;Opportuniste;IRELAND;Industrie;Biens d'investissement;Yann;EUR;91,62;16,60;59,6%;83,00;-9,4%;-;-;3,58;3,00;3,44;;Bonus;Malus;NON;NON;OUI;NON;NON;NON;NON;NON
DHR US EQUITY;US2358511028;DANAHER CORP;Core;UNITED STATES;Soins de santé;Equipement et services de sant;Thomas;USD;307,28;219,37;38,3%;322,00;4,8%;-;-;3,58;3,00;3,44;Bonus;;;NON;OUI;NON;NON;NON;NON;NON;NON
COST US EQUITY;US22160K1051;COSTCO WHOLESALE;Core;UNITED STATES;Consommation de base;Vente au détail de produits a;Sophie;USD;439,63;194,35;16,7%;453,00;3,0%;-;-;3,58;3,00;3,44;;;;NON;OUI;NON;NON;NON;NON;NON;NON
MMT FP EQUITY;FR0000053225;M6-METROPOLE TEL;Opportuniste;FRANCE;Services de communication;Médias et divertissement;Cédric;EUR;17,10;2,16;29,0%;20,00;17,0%;-;-;3,92;2,00;3,44;;;Bonus;NON;NON;NON;OUI;NON;NON;NON;NON
MONC IM EQUITY;IT0004965148;MONCLER SPA;Core;ITALY;Consommation discrétionnaire;Biens de consommation durables;Bruno;EUR;59,00;16,15;17,7%;62,15;5,3%;-;-;3,92;2,00;3,44;;Bonus;;NON;NON;OUI;NON;NON;NON;NON;NON
VNA GR EQUITY;DE000A1ML7J1;VONOVIA SE;Core;GERMANY;Immobilier;Immobilier;Jeremy;EUR;58,70;33,79;-1,8%;64,00;9,0%;-;-;4,25;1,00;3,44;Bonus;;Bonus;NON;NON;OUI;NON;NON;NON;NON;NON
COLOB DC EQUITY;DK0060448595;COLOPLAST-B;Core;DENMARK;Soins de santé;Equipement et services de sant;Thomas;DKK;1153,50;249,26;24,1%;1022,50;-11,4%;-;-;3,58;3,00;3,44;;;Malus;NON;NON;OUI;NON;NON;NON;NON;NON
APAM NA EQUITY;LU0569974404;APERAM;Opportuniste;LUXEMBOURG;Matériaux;Matériaux;Jeremy;EUR;52,86;4,23;54,8%;57,15;8,1%;-;-;3,58;3,00;3,44;;Bonus;Bonus;NON;NON;NON;OUI;NON;NON;NON;NON
CFR SW EQUITY;CH0210483332;CIE FINANCI-REG;Core;SWITZERLAND;Consommation discrétionnaire;Biens de consommation durables;Bruno;CHF;116,05;66,64;44,9%;125,00;7,7%;-;-;3,58;3,00;3,44;;Bonus;Bonus;NON;NON;OUI;NON;NON;NON;NON;NON
ADP US EQUITY;US0530151036;AUTOMATIC DATA;Core;UNITED STATES;Technologies de l'information;Logiciels et services;Moad;USD;213,00;90,12;20,9%;213,50;0,2%;-;-;3,58;3,00;3,44;;;Bonus;NON;OUI;NON;NON;NON;NON;NON;NON
MELI US EQUITY;US58733R1023;MERCADOLIBRE INC;Opportuniste;ARGENTINA;Consommation discrétionnaire;Vente au détail;Bruno;USD;1756,27;87,31;4,8%;2000,00;13,9%;-;-;3,58;3,00;3,44;Bonus;;Bonus;NON;NON;NON;NON;NON;NON;NON;NON
AZN LN EQUITY;GB0009895292;ASTRAZENECA PLC;Core;BRITAIN;Soins de santé;Sciences pharmaceutiques, biot;Thomas;GBp;8163,00;12648,53;11,5%;9500,00;16,4%;-;-;3,83;2,00;3,38;Bonus;Bonus;Malus;NON;NON;OUI;NON;NON;NON;NON;NON
ATCOA SS EQUITY;SE0011166610;ATLAS COPCO-A;Core;SWEDEN;Industrie;Biens d'investissement;Yann;SEK;596,00;696,32;41,5%;560,00;-6,0%;-;-;3,50;3,00;3,38;;;Bonus;NON;NON;OUI;NON;NON;NON;NON;NON
AZM IM EQUITY;IT0003261697;AZIMUT HOLDING;Opportuniste;ITALY;Finance;Services financiers diversifi;Chantal;EUR;22,48;3,22;26,5%;25,10;11,7%;-;-;3,50;3,00;3,38;;;;NON;NON;NON;NON;NON;NON;NON;NON
DAI GR EQUITY;DE0007100000;DAIMLER AG;Core;GERMANY;Consommation discrétionnaire;Automobiles et composants auto;Yann;EUR;74,72;79,94;29,3%;94,50;26,5%;-;-;3,50;3,00;3,38;Bonus;Bonus;Malus;NON;NON;OUI;NON;NON;NON;NON;NON
DSY FP EQUITY;FR0014003TT8;DASSAULT SYSTEME;Core;FRANCE;Technologies de l'information;Logiciels et services;Moad;EUR;48,14;64,07;44,9%;45,00;-6,5%;02/03/2021;38,84%;3,50;3,00;3,38;;;Bonus;NON;NON;OUI;OUI;OUI;NON;OUI;NON
IPS FP EQUITY;FR0000073298;IPSOS;Opportuniste;FRANCE;Services de communication;Médias et divertissement;Cédric;EUR;39,40;1,75;42,8%;46,50;18,0%;-;-;3,50;3,00;3,38;Bonus;Bonus;Bonus;NON;NON;NON;OUI;NON;NON;NON;NON
SQ US EQUITY;US8522341036;SQUARE INC - A;Opportuniste;UNITED STATES;Technologies de l'information;Logiciels et services;Moad;USD;275,10;126,46;26,4%;305,00;10,9%;-;-;3,50;3,00;3,38;;;Bonus;NON;NON;NON;NON;NON;NON;NON;NON
MTU FP EQUITY;FR0000038606;MANITOU BF;Opportuniste;FRANCE;Industrie;Biens d'investissement;Yann;EUR;30,90;1,23;29,3%;36,00;16,5%;-;-;3,50;3,00;3,38;;Bonus;Bonus;NON;NON;NON;NON;NON;NON;NON;NON
TSLA US EQUITY;US88160R1014;TESLA INC;Opportuniste;UNITED STATES;Consommation discrétionnaire;Automobiles et composants auto;Yann;USD;699,10;692,12;-0,9%;750,00;7,3%;-;-;3,50;3,00;3,38;;;Bonus;NON;OUI;NON;NON;NON;NON;NON;NON
MA US EQUITY;US57636Q1040;MASTERCARD INC-A;Core;UNITED STATES;Technologies de l'information;Logiciels et services;Moad;USD;374,53;369,58;4,9%;450,00;20,2%;-;-;3,83;2,00;3,38;Bonus;;Bonus;NON;OUI;NON;NON;NON;NON;NON;NON
DE US EQUITY;US2441991054;DEERE & CO;Core;UNITED STATES;Industrie;Biens d'investissement;Yann;USD;366,88;114,45;36,4%;419,00;14,2%;-;-;3,50;3,00;3,38;;;Bonus;NON;OUI;NON;NON;NON;NON;NON;NON
ZAL GR EQUITY;DE000ZAL1111;ZALANDO SE;Core;GERMANY;Consommation discrétionnaire;Vente au détail;Bruno;EUR;91,90;24,04;0,9%;110,00;19,7%;09/02/2021;-6,40%;3,75;2,00;3,31;;Bonus;Bonus;NON;NON;OUI;NON;NON;NON;NON;OUI
CSCO US EQUITY;US17275R1023;CISCO SYSTEMS;Core;UNITED STATES;Technologies de l'information;Matériel et équipement liés;Moad;USD;55,59;234,27;24,2%;56,00;0,7%;-;-;3,75;2,00;3,31;;;Bonus;OUI;OUI;NON;NON;NON;NON;NON;NON
BPOST BB EQUITY;BE0974268972;BPOST SA;Opportuniste;BELGIUM;Industrie;Transport;Thomas;EUR;8,71;1,74;2,5%;11,93;37,0%;-;-;3,42;3,00;3,31;Bonus;Bonus;Bonus;NON;NON;NON;NON;NON;NON;NON;NON
BRBY LN EQUITY;GB0031743007;BURBERRY GROUP;Core;BRITAIN;Consommation discrétionnaire;Biens de consommation durables;Bruno;GBp;2171,00;878,98;21,3%;2235,00;2,9%;-;-;3,42;3,00;3,31;;;Bonus;NON;NON;OUI;NON;NON;NON;NON;NON
CABK SM EQUITY;ES0140609019;CAIXABANK SA;Core;SPAIN;Finance;Banques;Chantal;EUR;2,63;21,22;25,3%;3,10;17,7%;-;-;3,75;2,00;3,31;;Bonus;Bonus;NON;NON;OUI;NON;NON;NON;NON;NON
RACE US EQUITY;NL0011585146;FERRARI NV;Core;ITALY;Consommation discrétionnaire;Automobiles et composants auto;Yann;USD;219,46;40,48;-4,4%;219,58;0,1%;-;-;3,42;3,00;3,31;;;;NON;NON;OUI;NON;NON;NON;NON;NON
GMAB DC EQUITY;DK0010272202;GENMAB A/S;Opportuniste;DENMARK;Soins de santé;Sciences pharmaceutiques, biot;Thomas;DKK;2870,00;188,47;16,5%;2800,00;-2,4%;-;-;3,42;3,00;3,31;;;Bonus;NON;NON;OUI;NON;NON;NON;NON;NON
GSK LN EQUITY;GB0009252882;GLAXOSMITHKLINE;Core;BRITAIN;Soins de santé;Sciences pharmaceutiques, biot;Thomas;GBp;1439,40;7242,65;7,3%;1547,00;7,5%;11/05/2021;8,21%;3,42;3,00;3,31;;Bonus;Malus;NON;NON;OUI;NON;NON;NON;NON;OUI
ITV LN EQUITY;GB0033986497;ITV PLC;Core;BRITAIN;Services de communication;Médias et divertissement;Cédric;GBp;116,20;467,75;8,8%;142,50;22,6%;-;-;3,75;2,00;3,31;;Bonus;Bonus;NON;NON;OUI;NON;NON;NON;NON;NON
GARAN TI EQUITY;TRAGARAN91N1;GARANTI;Opportuniste;TURKEY;Finance;Banques;Chantal;TRY;9,32;39,14;-10,1%;11,50;23,4%;-;-;3,75;2,00;3,31;Bonus;;;NON;NON;NON;NON;NON;NON;NON;NON
ISCTR TI EQUITY;TRAISCTR91N2;IS BANKASI;Opportuniste;TURKEY;Finance;Banques;Chantal;TRY;5,47;25,79;-21,9%;7,15;30,7%;-;-;3,75;2,00;3,31;;;;NON;NON;NON;NON;NON;NON;NON;NON
URW NA EQUITY;FR0013326246;UNIBAIL-RODAMCO-;Opportuniste;FRANCE;Immobilier;Immobilier;Jeremy;EUR;76,18;10,55;18,0%;56,00;-26,5%;-;-;3,75;2,00;3,31;;;Bonus;NON;NON;OUI;OUI;OUI;NON;NON;NON
ACN US EQUITY;IE00B4BNMY34;ACCENTURE PLC-A;Core;IRELAND;Technologies de l'information;Logiciels et services;Moad;USD;321,83;204,39;23,2%;323,00;0,4%;-;-;3,75;2,00;3,31;;Bonus;Malus;NON;OUI;NON;NON;NON;NON;NON;NON
AUTO LN EQUITY;GB00BVYVFW23;AUTO TRADER;Core;BRITAIN;Services de communication;Médias et divertissement;Cédric;GBp;640,20;615,68;7,4%;650,00;1,5%;-;-;3,75;2,00;3,31;;;Bonus;NON;NON;OUI;NON;NON;NON;NON;NON
ECONB BB EQUITY;BE0974313455;ECONOCOM GROUP;Opportuniste;BELGIUM;Technologies de l'information;Logiciels et services;Moad;EUR;3,47;0,77;44,0%;3,40;-2,0%;-;-;3,33;3,00;3,25;;;;NON;NON;NON;NON;NON;NON;NON;NON
RMG LN EQUITY;GB00BDVZYZ77;ROYAL MAIL;Core;BRITAIN;Industrie;Transport;Thomas;GBp;493,10;493,30;46,0%;662,50;34,4%;-;-;3,33;3,00;3,25;Bonus;Bonus;Bonus;NON;NON;OUI;NON;NON;NON;NON;NON
SIKA SW EQUITY;CH0418792922;SIKA AG-REG;Core;SWITZERLAND;Matériaux;Matériaux;Jeremy;CHF;323,60;45,87;33,8%;348,00;7,5%;-;-;3,33;3,00;3,25;Bonus;;Bonus;NON;NON;OUI;NON;NON;NON;NON;NON
PNL NA EQUITY;NL0009739416;POSTNL NV;Opportuniste;NETHERLANDS;Industrie;Transport;Thomas;EUR;4,42;2,25;58,5%;5,10;15,3%;-;-;3,67;2,00;3,25;Bonus;;Bonus;NON;NON;NON;NON;NON;NON;NON;NON
REC IM EQUITY;IT0003828271;RECORDATI SPA;Core;ITALY;Soins de santé;Sciences pharmaceutiques, biot;Thomas;EUR;54,20;11,33;19,6%;48,00;-11,4%;-;-;3,67;2,00;3,25;;;;NON;NON;OUI;NON;NON;NON;NON;NON
MT NA EQUITY;LU1598757687;ARCELORMITTAL;Opportuniste;LUXEMBOURG;Matériaux;Matériaux;Jeremy;EUR;29,47;32,47;56,1%;39,00;32,3%;02/03/2021;42,76%;3,33;3,00;3,25;Bonus;Bonus;;NON;NON;OUI;OUI;OUI;NON;NON;OUI
BEKB BB EQUITY;BE0974258874;BEKAERT NV;Opportuniste;BELGIUM;Matériaux;Matériaux;Jeremy;EUR;40,96;2,48;50,8%;50,00;22,1%;-;-;3,33;3,00;3,25;;;Bonus;NON;NON;NON;NON;NON;NON;NON;NON
