Nom;ISIN;Ticker;Devise;Capitalisation (LC Mds);Pays;Secteur;Industrie;Responsable;ESG_RATING;Rating ESG SG;OVERALL_FLAG;SG;JP;ODDO;SG;JP;ODDO;Couverture ;DJ 30;S&P 500;STOXX 600;SBF 120;CAC 40;CAC PME
WERELDHAVE NV;NL0000289213;WHA NA EQUITY;EUR;0,57;NETHERLANDS;Immobilier;Immobilier;Jeremy;BBB;NR;Green;NOT RATED;UNDERWEIGHT;NEUTRAL;NON;OUI;OUI;OUI;NON;NON;NON;NON;NON;NON
UNIBAIL-RODAMCO-;FR0013326246;URW NA EQUITY;EUR;10,57;FRANCE;Immobilier;Immobilier;Jeremy;AAA;NR;Green;SELL;UNDERWEIGHT;OUTPERFORM;OUI;OUI;OUI;OUI;NON;NON;OUI;OUI;OUI;NON
WHITBREAD PLC;GB00B1KJJ408;WTB LN EQUITY;GBp;643,94;BRITAIN;Consommation discrétionnaire;Services consommateurs;Bruno;AA;61,82;Green;HOLD;RATING SUSPENDED;OUTPERFORM;OUI;NON;OUI;OUI;NON;NON;OUI;NON;NON;NON
WM MORRISON SUP;GB0006043169;MRW LN EQUITY;GBp;677,25;BRITAIN;Consommation de base;Vente au détail de produits a;Sophie;AA;62,56;Green;HOLD;RATING SUSPENDED;NOT RATED;OUI;NON;OUI;OUI;NON;NON;OUI;NON;NON;NON
WOLTERS KLUWER;NL0000395903;WKL NA EQUITY;EUR;25,38;NETHERLANDS;Industrie;Services commerciaux et profes;Yann;AAA;65,65;Green;HOLD;NEUTRAL;NEUTRAL;OUI;OUI;OUI;OUI;NON;NON;OUI;NON;NON;NON
WORKDAY INC-A;US98138H1014;WDAY US EQUITY;USD;58,22;UNITED STATES;Technologies de l'information;Logiciels et services;Moad;AA;63,79;Green;HOLD;OVERWEIGHT;NOT RATED;OUI;OUI;NON;OUI;NON;NON;NON;NON;NON;NON
WORLDLINE;FR0011981968;WLN FP EQUITY;EUR;22,21;FRANCE;Technologies de l'information;Logiciels et services;Moad;A;71,67;Green;BUY;OVERWEIGHT;OUTPERFORM;OUI;OUI;OUI;OUI;NON;NON;OUI;OUI;OUI;NON
WPP PLC;JE00B8KF9B49;WPP LN EQUITY;GBp;1167,06;BRITAIN;Services de communication;Médias et divertissement;Cédric;AA;53,07;Yellow;BUY;OVERWEIGHT;OUTPERFORM;OUI;OUI;OUI;OUI;NON;NON;OUI;NON;NON;NON
YAPI KREDI;TRAYKBNK91N6;YKBNK TI EQUITY;TRY;21,03;TURKEY;Finance;Banques;Chantal;BB;66,55;Green;BUY;OVERWEIGHT;NOT RATED;OUI;OUI;OUI;OUI;NON;NON;NON;NON;NON;NON
ZALANDO SE;DE000ZAL1111;ZAL GR EQUITY;EUR;24,01;GERMANY;Consommation discrétionnaire;Vente au détail;Bruno;AA;48,47;Green;BUY;NEUTRAL;NOT RATED;OUI;OUI;OUI;OUI;NON;NON;OUI;NON;NON;NON
ZURICH INSURANCE;CH0011075394;ZURN SW EQUITY;CHF;57,75;SWITZERLAND;Finance;Assurance;Chantal;AA;82,81;Yellow;BUY;OVERWEIGHT;UNDERPERFORM;OUI;OUI;OUI;OUI;NON;NON;OUI;NON;NON;NON
ADEVINTA ASA;NO0010844038;ADE NO EQUITY;NOK;181,70;NORWAY;Services de communication;Médias et divertissement;Cédric;A;NR;Green;HOLD;OVERWEIGHT;OUTPERFORM;OUI;OUI;OUI;OUI;NON;NON;OUI;NON;NON;NON
PROSUS NV;NL0013654783;PRX NA EQUITY;EUR;120,06;NETHERLANDS;Consommation discrétionnaire;Vente au détail;Bruno;A;NR;Green;NOT RATED;OVERWEIGHT;OUTPERFORM;NON;OUI;OUI;OUI;NON;NON;OUI;NON;NON;NON
NEXI SPA;IT0005366767;NEXI IM EQUITY;EUR;17,91;ITALY;Technologies de l'information;Logiciels et services;Moad;A;NR;Green;NOT RATED;OVERWEIGHT;OUTPERFORM;NON;OUI;OUI;OUI;NON;NON;OUI;NON;NON;NON
CRODA INTL.;GB00BJFFLV09;CRDA LN EQUITY;GBp;1218,56;BRITAIN;Matériaux;Matériaux;Jeremy;AAA;NR;Green;HOLD;UNDERWEIGHT;NOT RATED;OUI;OUI;OUI;OUI;NON;NON;OUI;NON;NON;NON
INTERCONTINENTAL;GB00BHJYC057;IHG LN EQUITY;GBp;861,12;BRITAIN;Consommation discrétionnaire;Services consommateurs;Bruno;AA;54,52;Yellow;HOLD;RATING SUSPENDED;OUTPERFORM;OUI;NON;OUI;OUI;NON;NON;OUI;NON;NON;NON
ALCON INC;CH0432492467;ALC SW EQUITY;CHF;33,07;SWITZERLAND;Soins de santé;Equipement et services de sant;Thomas;A;NR;Yellow;HOLD;NEUTRAL;NOT RATED;OUI;OUI;OUI;OUI;NON;NON;OUI;NON;NON;NON
DELL TECHN-C;US24703L2025;DELL US EQUITY;USD;75,25;UNITED STATES;Technologies de l'information;Matériel et équipement liés;Moad;BBB;NR;Green;HOLD;OVERWEIGHT;NOT RATED;OUI;OUI;OUI;OUI;NON;NON;NON;NON;NON;NON
SOC GENERALE SA;FR0000130809;GLE FP EQUITY;EUR;23,42;FRANCE;Finance;Banques;Chantal;AA;NR;Yellow;NOT RATED;OVERWEIGHT;NEUTRAL;NON;OUI;OUI;OUI;NON;NON;OUI;OUI;OUI;NON
TELECOM ITAL-RSP;IT0003497176;TITR IM EQUITY;EUR;8,28;ITALY;Services de communication;Services de télécommunicatio;Cédric;BBB;NR;Yellow;BUY;NEUTRAL;NOT RATED;OUI;OUI;NON;OUI;NON;NON;NON;NON;NON;NON
FERGUSON PLC;JE00BJVNSS43;FERG LN EQUITY;GBp;2256,43;BRITAIN;Industrie;Biens d'investissement;Yann;AAA;NR;Green;BUY;NEUTRAL;UNDERPERFORM;OUI;OUI;OUI;OUI;NON;NON;OUI;NON;NON;NON
DAVIDE CAMPARI-M;NL0015435975;CPR IM EQUITY;EUR;13,87;ITALY;Consommation de base;Produits alimentaires, boisson;Sophie;BBB;NR;Green;BUY;OVERWEIGHT;NEUTRAL;OUI;OUI;OUI;OUI;NON;NON;OUI;NON;NON;NON
NORDEA BANK ABP;FI4000297767;NDA SS EQUITY;SEK;419,74;FINLAND;Finance;Banques;Chantal;AA;80,32;Yellow;HOLD;OVERWEIGHT;NOT RATED;OUI;OUI;OUI;OUI;NON;NON;OUI;NON;NON;NON
LINDE PLC;IE00BZ12WP82;LIN US EQUITY;USD;157,69;BRITAIN;Matériaux;Matériaux;Jeremy;A;NR;Yellow;BUY;OVERWEIGHT;NOT RATED;OUI;OUI;OUI;OUI;NON;OUI;OUI;NON;NON;NON
NOVARTIS AG-REG;CH0012005267;NOVN SW EQUITY;CHF;204,20;SWITZERLAND;Soins de santé;Sciences pharmaceutiques, biot;Thomas;A;63,81;Orange;BUY;UNDERWEIGHT;OUTPERFORM;OUI;OUI;OUI;OUI;NON;NON;OUI;NON;NON;NON
CECONOMY AG;DE0007257503;CEC GR EQUITY;EUR;1,48;GERMANY;Consommation discrétionnaire;Vente au détail;Bruno;A;NR;Green;NOT RATED;NOT RATED;BUY;NON;NON;OUI;OUI;NON;NON;NON;NON;NON;NON
DUFRY AG-REG;CH0023405456;DUFN SW EQUITY;CHF;4,31;SWITZERLAND;Consommation discrétionnaire;Vente au détail;Bruno;A;NR;Green;NOT RATED;NOT RATED;OUTPERFORM;NON;NON;OUI;OUI;NON;NON;OUI;NON;NON;NON
EUTELSAT COMMUNI;FR0010221234;ETL FP EQUITY;EUR;2,21;FRANCE;Services de communication;Médias et divertissement;Cédric;AA;40,74;Green;BUY;NEUTRAL;NEUTRAL;OUI;OUI;OUI;OUI;NON;NON;NON;OUI;NON;OUI
LOTOS;PLLOTOS00025;LTS PW EQUITY;PLN;9,87;POLAND;Energie;Energie;Louis;BBB;59,36;Green;HOLD;NOT RATED;NOT RATED;OUI;NON;OUI;OUI;NON;NON;NON;NON;NON;NON
HUGO BOSS -ORD;DE000A1PHFF7;BOSS GR EQUITY;EUR;3,58;GERMANY;Consommation discrétionnaire;Biens de consommation durables;Bruno;AA;66,71;Yellow;SELL;NEUTRAL;NOT RATED;OUI;OUI;OUI;OUI;NON;NON;NON;NON;NON;NON
ISS A/S;DK0060542181;ISS DC EQUITY;DKK;28,37;DENMARK;Industrie;Services commerciaux et profes;Yann;AA;NR;Green;NOT RATED;NOT RATED;NEUTRAL;NON;NON;OUI;OUI;NON;NON;OUI;NON;NON;NON
MANITOU BF;FR0000038606;MTU FP EQUITY;EUR;1,23;FRANCE;Industrie;Biens d'investissement;Yann;AA;NR;Green;BUY;NOT RATED;OUTPERFORM;OUI;NON;OUI;OUI;NON;NON;NON;NON;NON;NON
MARKS & SPENCER;GB0031274896;MKS LN EQUITY;GBp;272,57;BRITAIN;Consommation discrétionnaire;Vente au détail;Bruno;AAA;60,06;Yellow;HOLD;NEUTRAL;NOT RATED;OUI;OUI;OUI;OUI;NON;NON;OUI;NON;NON;NON
MEGGITT PLC;GB0005758098;MGGT LN EQUITY;GBp;559,46;BRITAIN;Industrie;Biens d'investissement;Yann;AA;69,67;Green;HOLD;NEUTRAL;NOT RATED;OUI;OUI;OUI;OUI;NON;NON;OUI;NON;NON;NON
MELIA HOTELS INT;ES0176252718;MEL SM EQUITY;EUR;1,30;SPAIN;Consommation discrétionnaire;Services consommateurs;Bruno;BBB;68,26;Green;BUY;NOT RATED;OUTPERFORM;OUI;NON;OUI;OUI;NON;NON;NON;NON;NON;NON
NOKIAN RENKAAT;FI0009005318;TYRES FH EQUITY;EUR;4,61;FINLAND;Consommation discrétionnaire;Automobiles et composants auto;Yann;A;NR;Green;NOT RATED;NEUTRAL;UNDERPERFORM;NON;OUI;OUI;OUI;NON;NON;OUI;NON;NON;NON
TELENET GRP HLDG;BE0003826436;TNET BB EQUITY;EUR;3,57;BELGIUM;Services de communication;Médias et divertissement;Cédric;A;NR;Green;NOT RATED;OVERWEIGHT;OUTPERFORM;NON;OUI;OUI;OUI;NON;NON;NON;NON;NON;NON
WEIR GROUP PLC;GB0009465807;WEIR LN EQUITY;GBp;430,57;BRITAIN;Industrie;Biens d'investissement;Yann;A;62,83;Green;BUY;NEUTRAL;NOT RATED;OUI;OUI;NON;OUI;NON;NON;OUI;NON;NON;NON
BANKIA SA;ES0113307062;BKIA SM EQUITY;EUR;-;SPAIN;Finance;Banques;Chantal;BBB;NR;Green;HOLD;NOT RATED;NOT RATED;OUI;NON;OUI;OUI;NON;NON;NON;NON;NON;NON
CAF;ES0121975009;CAF SM EQUITY;EUR;1,26;SPAIN;Industrie;Biens d'investissement;Yann;BBB;NR;Green;NOT RATED;NOT RATED;NEUTRAL;NON;NON;OUI;OUI;NON;NON;NON;NON;NON;NON
PEUGEOT SA;FR0000121501;UG FP EQUITY;EUR;-;FRANCE;Consommation discrétionnaire;Automobiles et composants auto;Yann;A;NR;Green;NOT RATED;NOT RATED;BUY;NON;NON;OUI;OUI;NON;NON;NON;NON;NON;NON
PROSIEBENSAT.1 M;DE000PSM7770;PSM GR EQUITY;EUR;3,71;GERMANY;Services de communication;Médias et divertissement;Cédric;AA;49,65;Green;BUY;OVERWEIGHT;NEUTRAL;OUI;OUI;OUI;OUI;NON;NON;OUI;NON;NON;NON
STMICROELECTR-NY;US8610121027;STM US EQUITY;USD;38,36;SWITZERLAND;Technologies de l'information;Semi-conducteurs et équipemen;Louis;AA;79,83;NR;BUY;NOT RATED;NOT RATED;OUI;NON;OUI;OUI;NON;NON;NON;NON;NON;NON
SARTORIUS AG-PFD;DE0007165631;SRT3 GR EQUITY;EUR;41,90;GERMANY;Soins de santé;Equipement et services de sant;Thomas;A;NR;NR;BUY;OVERWEIGHT;REDUCE;OUI;OUI;OUI;OUI;NON;NON;OUI;NON;NON;NON
ROCKWOOL INTL-B;DK0010219153;ROCKB DC EQUITY;DKK;68,50;DENMARK;Industrie;Biens d'investissement;Yann;A;NR;NR;SELL;NOT RATED;NOT RATED;OUI;NON;NON;OUI;NON;NON;OUI;NON;NON;NON
ROYAL DUTCH SH-B;GB00B03MM408;RDSB LN EQUITY;GBp;11393,80;NETHERLANDS;Energie;Energie;Louis;A;76,43;NR;BUY;OVERWEIGHT;NOT RATED;OUI;OUI;OUI;OUI;NON;NON;NON;NON;NON;NON
KNORR-BREMSE AG;DE000KBX1006;KBX GR EQUITY;EUR;15,60;GERMANY;Industrie;Biens d'investissement;Yann;A;NR;NR;HOLD;NEUTRAL;NEUTRAL;OUI;OUI;OUI;OUI;NON;NON;OUI;NON;NON;NON
JDE PEET'S NV;NL0014332678;JDEP NA EQUITY;EUR;14,73;NETHERLANDS;Consommation de base;Produits alimentaires, boisson;Sophie;A;NR;NR;SELL;NEUTRAL;NEUTRAL;OUI;OUI;OUI;OUI;NON;NON;OUI;NON;NON;NON
SIEMENS ENERGY A;DE000ENER6Y0;ENR GR EQUITY;EUR;17,37;GERMANY;Industrie;Biens d'investissement;Yann;BBB;NR;NR;BUY;OVERWEIGHT;OUTPERFORM;OUI;OUI;OUI;OUI;NON;NON;OUI;NON;NON;NON
STELLANTIS NV;NL00150001Q9;STLA US EQUITY;USD;66,04;NETHERLANDS;Consommation discrétionnaire;Automobiles et composants auto;Yann;BB;NR;NR;BUY;NOT RATED;OUTPERFORM;OUI;NON;OUI;OUI;NON;NON;OUI;OUI;OUI;NON
SWEDISH MATCH AB;SE0015812219;SWMA SS EQUITY;SEK;122,70;SWEDEN;Consommation de base;Produits alimentaires, boisson;Sophie;AA;NR;NR;BUY;NEUTRAL;NOT RATED;OUI;OUI;OUI;OUI;NON;NON;OUI;NON;NON;NON
TESCO PLC;GB00BLGZ9862;TSCO LN EQUITY;GBp;1798,40;BRITAIN;Consommation de base;Vente au détail de produits a;Sophie;AA;NR;NR;HOLD;OVERWEIGHT;NOT RATED;OUI;OUI;NON;OUI;NON;NON;OUI;NON;NON;NON
APPLE INC;US0378331005;AAPL US EQUITY;USD;2415,72;UNITED STATES;Technologies de l'information;Matériel et équipement liés;Moad;BBB;NR;Orange;NOT RATED;OVERWEIGHT;NOT RATED;NON;OUI;NON;OUI;OUI;OUI;NON;NON;NON;NON
MICROSOFT CORP;US5949181045;MSFT US EQUITY;USD;2175,26;UNITED STATES;Technologies de l'information;Logiciels et services;Moad;AAA;NR;Orange;NOT RATED;OVERWEIGHT;NOT RATED;NON;OUI;OUI;OUI;OUI;OUI;NON;NON;NON;NON
ALPHABET INC-C;US02079K1079;GOOG US EQUITY;USD;1818,98;UNITED STATES;Services de communication;Médias et divertissement;Cédric;BBB;NR;Yellow;NOT RATED;OVERWEIGHT;NOT RATED;NON;OUI;OUI;OUI;NON;OUI;NON;NON;NON;NON
TESLA INC;US88160R1014;TSLA US EQUITY;USD;692,12;UNITED STATES;Consommation discrétionnaire;Automobiles et composants auto;Yann;A;NR;Yellow;NOT RATED;UNDERWEIGHT;NOT RATED;NON;OUI;NON;OUI;NON;OUI;NON;NON;NON;NON
VISA INC-CLASS A;US92826C8394;V US EQUITY;USD;530,46;UNITED STATES;Technologies de l'information;Logiciels et services;Moad;A;NR;Yellow;NOT RATED;OVERWEIGHT;NOT RATED;NON;OUI;OUI;OUI;OUI;OUI;NON;NON;NON;NON
NVIDIA CORP;US67066G1040;NVDA US EQUITY;USD;507,52;UNITED STATES;Technologies de l'information;Semi-conducteurs et équipemen;Louis;AAA;NR;Green;NOT RATED;OVERWEIGHT;NOT RATED;NON;OUI;OUI;OUI;NON;OUI;NON;NON;NON;NON
UNITEDHEALTH GRP;US91324P1021;UNH US EQUITY;USD;391,42;UNITED STATES;Soins de santé;Equipement et services de sant;Thomas;BB;NR;Orange;NOT RATED;OVERWEIGHT;NOT RATED;NON;OUI;OUI;OUI;OUI;OUI;NON;NON;NON;NON
MASTERCARD INC-A;US57636Q1040;MA US EQUITY;USD;369,58;UNITED STATES;Technologies de l'information;Logiciels et services;Moad;A;NR;Yellow;NOT RATED;OVERWEIGHT;NOT RATED;NON;OUI;OUI;OUI;NON;OUI;NON;NON;NON;NON
HOME DEPOT INC;US4370761029;HD US EQUITY;USD;350,71;UNITED STATES;Consommation discrétionnaire;Vente au détail;Bruno;AA;NR;Green;NOT RATED;OVERWEIGHT;NOT RATED;NON;OUI;OUI;OUI;OUI;OUI;NON;NON;NON;NON
PROCTER & GAMBLE;US7427181091;PG US EQUITY;USD;343,26;UNITED STATES;Consommation de base;Produits domestiques et de soi;Sophie;A;NR;Orange;NOT RATED;OVERWEIGHT;NOT RATED;NON;OUI;OUI;OUI;OUI;OUI;NON;NON;NON;NON
WALT DISNEY CO;US2546871060;DIS US EQUITY;USD;321,83;UNITED STATES;Services de communication;Médias et divertissement;Cédric;A;NR;Yellow;NOT RATED;OVERWEIGHT;NOT RATED;NON;OUI;OUI;OUI;OUI;OUI;NON;NON;NON;NON
ADOBE INC;US00724F1012;ADBE US EQUITY;USD;300,79;UNITED STATES;Technologies de l'information;Logiciels et services;Moad;AA;NR;Green;NOT RATED;OVERWEIGHT;NOT RATED;NON;OUI;OUI;OUI;NON;OUI;NON;NON;NON;NON
COMCAST CORP-A;US20030N1019;CMCSA US EQUITY;USD;269,37;UNITED STATES;Services de communication;Médias et divertissement;Cédric;BB;NR;Yellow;NOT RATED;OVERWEIGHT;NOT RATED;NON;OUI;NON;OUI;NON;OUI;NON;NON;NON;NON
NIKE INC -CL B;US6541061031;NKE US EQUITY;USD;273,34;UNITED STATES;Consommation discrétionnaire;Biens de consommation durables;Bruno;A;NR;Orange;NOT RATED;OVERWEIGHT;NOT RATED;NON;OUI;OUI;OUI;OUI;OUI;NON;NON;NON;NON
EXXON MOBIL CORP;US30231G1022;XOM US EQUITY;USD;244,95;UNITED STATES;Energie;Energie;Louis;BBB;NR;Orange;NOT RATED;OVERWEIGHT;NOT RATED;NON;OUI;OUI;OUI;NON;OUI;NON;NON;NON;NON
COCA-COLA CO/THE;US1912161007;KO US EQUITY;USD;244,49;UNITED STATES;Consommation de base;Produits alimentaires, boisson;Sophie;AA;NR;Yellow;NOT RATED;NEUTRAL;NOT RATED;NON;OUI;OUI;OUI;OUI;OUI;NON;NON;NON;NON
VERIZON COMMUNIC;US92343V1044;VZ US EQUITY;USD;228,62;UNITED STATES;Services de communication;Services de télécommunicatio;Cédric;BBB;NR;Yellow;NOT RATED;OVERWEIGHT;NOT RATED;NON;OUI;OUI;OUI;OUI;OUI;NON;NON;NON;NON
INTEL CORP;US4581401001;INTC US EQUITY;USD;218,75;UNITED STATES;Technologies de l'information;Semi-conducteurs et équipemen;Louis;AA;NR;Orange;NOT RATED;OVERWEIGHT;NOT RATED;NON;OUI;OUI;OUI;OUI;OUI;NON;NON;NON;NON
CISCO SYSTEMS;US17275R1023;CSCO US EQUITY;USD;234,27;UNITED STATES;Technologies de l'information;Matériel et équipement liés;Moad;AA;NR;Green;NOT RATED;OVERWEIGHT;NOT RATED;NON;OUI;NON;OUI;OUI;OUI;NON;NON;NON;NON
PEPSICO INC;US7134481081;PEP US EQUITY;USD;213,30;UNITED STATES;Consommation de base;Produits alimentaires, boisson;Sophie;AA;NR;Yellow;NOT RATED;OVERWEIGHT;NOT RATED;NON;OUI;OUI;OUI;NON;OUI;NON;NON;NON;NON
ABBOTT LABS;US0028241000;ABT US EQUITY;USD;216,59;UNITED STATES;Soins de santé;Equipement et services de sant;Thomas;BB;NR;Orange;NOT RATED;OVERWEIGHT;NOT RATED;NON;OUI;OUI;OUI;NON;OUI;NON;NON;NON;NON
THERMO FISHER;US8835561023;TMO US EQUITY;USD;211,74;UNITED STATES;Soins de santé;Sciences pharmaceutiques, biot;Thomas;BBB;NR;Green;NOT RATED;OVERWEIGHT;NOT RATED;NON;OUI;OUI;OUI;NON;OUI;NON;NON;NON;NON
CHEVRON CORP;US1667641005;CVX US EQUITY;USD;197,16;UNITED STATES;Energie;Energie;Louis;BBB;NR;Orange;NOT RATED;OVERWEIGHT;NOT RATED;NON;OUI;OUI;OUI;OUI;OUI;NON;NON;NON;NON
DANAHER CORP;US2358511028;DHR US EQUITY;USD;219,37;UNITED STATES;Soins de santé;Equipement et services de sant;Thomas;BB;NR;Green;NOT RATED;OVERWEIGHT;NOT RATED;NON;OUI;OUI;OUI;NON;OUI;NON;NON;NON;NON
UNITED PARCEL-B;US9113121068;UPS US EQUITY;USD;167,76;UNITED STATES;Industrie;Transport;Thomas;BBB;NR;Yellow;NOT RATED;OVERWEIGHT;NOT RATED;NON;OUI;OUI;OUI;NON;OUI;NON;NON;NON;NON
COSTCO WHOLESALE;US22160K1051;COST US EQUITY;USD;194,35;UNITED STATES;Consommation de base;Vente au détail de produits a;Sophie;BBB;NR;Green;NOT RATED;OVERWEIGHT;NOT RATED;NON;OUI;OUI;OUI;NON;OUI;NON;NON;NON;NON
MCDONALDS CORP;US5801351017;MCD US EQUITY;USD;176,44;UNITED STATES;Consommation discrétionnaire;Services consommateurs;Bruno;BBB;NR;Yellow;NOT RATED;OVERWEIGHT;NOT RATED;NON;OUI;OUI;OUI;OUI;OUI;NON;NON;NON;NON
TEXAS INSTRUMENT;US8825081040;TXN US EQUITY;USD;178,14;UNITED STATES;Technologies de l'information;Semi-conducteurs et équipemen;Louis;AAA;NR;Green;NOT RATED;OVERWEIGHT;NOT RATED;NON;OUI;OUI;OUI;NON;OUI;NON;NON;NON;NON
MEDTRONIC PLC;IE00BTN1Y115;MDT US EQUITY;USD;172,88;IRELAND;Soins de santé;Equipement et services de sant;Thomas;BB;NR;Orange;NOT RATED;OVERWEIGHT;NOT RATED;NON;OUI;OUI;OUI;NON;OUI;NON;NON;NON;NON
QUALCOMM INC;US7475251036;QCOM US EQUITY;USD;165,00;UNITED STATES;Technologies de l'information;Semi-conducteurs et équipemen;Louis;BB;NR;Yellow;NOT RATED;OVERWEIGHT;NOT RATED;NON;OUI;OUI;OUI;NON;OUI;NON;NON;NON;NON
HONEYWELL INTL;US4385161066;HON US EQUITY;USD;158,57;UNITED STATES;Industrie;Biens d'investissement;Yann;AA;NR;Yellow;NOT RATED;OVERWEIGHT;NOT RATED;NON;OUI;OUI;OUI;OUI;OUI;NON;NON;NON;NON
NEXTERA ENERGY;US65339F1012;NEE US EQUITY;USD;158,14;UNITED STATES;Services aux collectivités;Services aux collectivités;Sophie;AAA;NR;Green;NOT RATED;OVERWEIGHT;NOT RATED;NON;OUI;OUI;OUI;NON;OUI;NON;NON;NON;NON
UNION PAC CORP;US9078181081;UNP US EQUITY;USD;143,79;UNITED STATES;Industrie;Transport;Thomas;BBB;NR;Yellow;NOT RATED;NEUTRAL;NOT RATED;NON;OUI;OUI;OUI;NON;OUI;NON;NON;NON;NON
STARBUCKS CORP;US8552441094;SBUX US EQUITY;USD;140,37;UNITED STATES;Consommation discrétionnaire;Services consommateurs;Bruno;BBB;NR;Yellow;NOT RATED;NEUTRAL;NOT RATED;NON;OUI;OUI;OUI;NON;OUI;NON;NON;NON;NON
AMGEN INC;US0311621009;AMGN US EQUITY;USD;130,69;UNITED STATES;Soins de santé;Sciences pharmaceutiques, biot;Thomas;AA;NR;Green;NOT RATED;NEUTRAL;NOT RATED;NON;OUI;OUI;OUI;OUI;OUI;NON;NON;NON;NON
AMERICAN EXPRESS;US0258161092;AXP US EQUITY;USD;136,13;UNITED STATES;Finance;Services financiers diversifi;Chantal;AA;NR;Yellow;NOT RATED;OVERWEIGHT;NOT RATED;NON;OUI;OUI;OUI;OUI;OUI;NON;NON;NON;NON
INTUIT INC;US4612021034;INTU US EQUITY;USD;146,00;UNITED STATES;Technologies de l'information;Logiciels et services;Moad;AA;NR;Green;NOT RATED;OVERWEIGHT;NOT RATED;NON;OUI;OUI;OUI;NON;OUI;NON;NON;NON;NON
LOWE'S COS INC;US5486611073;LOW US EQUITY;USD;134,42;UNITED STATES;Consommation discrétionnaire;Vente au détail;Bruno;AA;NR;Yellow;NOT RATED;NEUTRAL;NOT RATED;NON;OUI;OUI;OUI;NON;OUI;NON;NON;NON;NON
BLACKROCK INC;US09247X1019;BLK US EQUITY;USD;137,25;UNITED STATES;Finance;Services financiers diversifi;Chantal;AA;NR;Green;NOT RATED;OVERWEIGHT;NOT RATED;NON;OUI;OUI;OUI;NON;OUI;NON;NON;NON;NON
SCHWAB (CHARLES);US8085131055;SCHW US EQUITY;USD;135,80;UNITED STATES;Finance;Services financiers diversifi;Chantal;BBB;NR;Green;NOT RATED;OVERWEIGHT;NOT RATED;NON;OUI;OUI;OUI;NON;OUI;NON;NON;NON;NON
AMERICAN TOWER C;US03027X1000;AMT US EQUITY;USD;128,40;UNITED STATES;Immobilier;Immobilier;Jeremy;AA;NR;Green;NOT RATED;NEUTRAL;NOT RATED;NON;OUI;OUI;OUI;NON;OUI;NON;NON;NON;NON
TARGET CORP;US87612E1064;TGT US EQUITY;USD;128,67;UNITED STATES;Consommation discrétionnaire;Vente au détail;Bruno;AA;NR;Yellow;NOT RATED;OVERWEIGHT;NOT RATED;NON;OUI;OUI;OUI;NON;OUI;NON;NON;NON;NON
APPLIED MATERIAL;US0382221051;AMAT US EQUITY;USD;130,38;UNITED STATES;Technologies de l'information;Semi-conducteurs et équipemen;Louis;AA;NR;Green;NOT RATED;OVERWEIGHT;NOT RATED;NON;OUI;OUI;OUI;NON;OUI;NON;NON;NON;NON
3M CO;US88579Y1010;MMM US EQUITY;USD;114,65;UNITED STATES;Industrie;Biens d'investissement;Yann;AAA;NR;Orange;NOT RATED;OVERWEIGHT;NOT RATED;NON;OUI;OUI;OUI;OUI;OUI;NON;NON;NON;NON
CATERPILLAR INC;US1491231015;CAT US EQUITY;USD;114,07;UNITED STATES;Industrie;Biens d'investissement;Yann;A;NR;Yellow;NOT RATED;OVERWEIGHT;NOT RATED;NON;OUI;OUI;OUI;OUI;OUI;NON;NON;NON;NON
INTUITIVE SURGIC;US46120E6023;ISRG US EQUITY;USD;122,47;UNITED STATES;Soins de santé;Equipement et services de sant;Thomas;BBB;NR;Orange;NOT RATED;OVERWEIGHT;NOT RATED;NON;OUI;OUI;OUI;NON;OUI;NON;NON;NON;NON
GENERAL ELECTRIC;US3696041033;GE US EQUITY;USD;114,73;UNITED STATES;Industrie;Biens d'investissement;Yann;BB;NR;Orange;NOT RATED;NEUTRAL;NOT RATED;NON;OUI;OUI;OUI;NON;NON;NON;NON;NON;NON
SERVICENOW INC;US81762P1021;NOW US EQUITY;USD;117,01;UNITED STATES;Technologies de l'information;Logiciels et services;Moad;AA;NR;Green;NOT RATED;NEUTRAL;NOT RATED;NON;OUI;OUI;OUI;NON;OUI;NON;NON;NON;NON
CVS HEALTH CORP;US1266501006;CVS US EQUITY;USD;107,22;UNITED STATES;Soins de santé;Equipement et services de sant;Thomas;BBB;NR;Orange;NOT RATED;OVERWEIGHT;NOT RATED;NON;OUI;NON;OUI;NON;OUI;NON;NON;NON;NON
ADV MICRO DEVICE;US0079031078;AMD US EQUITY;USD;133,56;UNITED STATES;Technologies de l'information;Semi-conducteurs et équipemen;Louis;BBB;NR;Green;NOT RATED;NEUTRAL;NOT RATED;NON;OUI;OUI;OUI;NON;OUI;NON;NON;NON;NON
DEERE & CO;US2441991054;DE US EQUITY;USD;114,45;UNITED STATES;Industrie;Biens d'investissement;Yann;A;NR;Green;NOT RATED;UNDERWEIGHT;NOT RATED;NON;OUI;OUI;OUI;NON;OUI;NON;NON;NON;NON
ZOOM VIDEO COM-A;US98980L1017;ZM US EQUITY;USD;113,88;UNITED STATES;Technologies de l'information;Logiciels et services;Moad;BB;NR;Yellow;NOT RATED;NEUTRAL;NOT RATED;NON;OUI;OUI;OUI;NON;NON;NON;NON;NON;NON
