Gender;Height (in);Height (cm)
Male;67,602663;171,710763
Male;71,238280;180,945231
Male;69,582113;176,738568
Male;73,365891;186,349364
Male;73,498412;186,685967
Male;69,409995;176,301387
Male;71,787882;182,341221
Male;67,599116;171,701754
Male;67,671044;171,884453
Male;68,590563;174,220029
Male;71,352731;181,235937
Male;67,935507;172,556188
Male;67,438047;171,292639
Male;69,994290;177,785496
Male;68,517579;174,034649
Male;66,692671;169,399385
Male;68,481309;173,942524
Male;73,987855;187,929150
Male;73,334108;186,268633
Male;72,560816;184,304473
Male;67,675148;171,894876
Male;69,938587;177,644011
Male;65,325330;165,926339
Male;68,166106;173,141910
Male;69,262759;175,927408
Male;70,031441;177,879859
Male;69,028916;175,333447
Male;69,142273;175,621373
Male;66,782187;169,626756
Male;69,454136;176,413505
Male;71,456140;181,498594
Male;70,351998;178,694074
Male;72,088180;183,103977
Male;69,250776;175,896970
Male;66,700320;169,418814
Male;68,074620;172,909534
Male;63,415166;161,074521
Male;67,427515;171,265887
Male;70,509794;179,094877
Male;68,663594;174,405529
Male;67,126136;170,500384
Male;69,514604;176,567093
Male;59,938650;152,244170
Male;68,025260;172,784162
Male;67,624477;171,766172
Male;69,667724;176,956019
Male;67,350008;171,069020
Male;67,240716;170,791418
Male;71,379180;181,303117
Male;68,700124;174,498316
Male;63,399350;161,034348
Male;72,218736;183,435590
Male;69,932271;177,627968
Male;64,489575;163,803520
Male;71,582552;181,819681
Male;69,711938;177,068322
Male;69,968216;177,719269
Male;72,254071;183,525341
Male;71,795319;182,360109
Male;66,964902;170,090851
Male;68,269014;173,403296
Male;67,035929;170,271260
Male;65,740972;166,982069
Male;69,123058;175,572567
Male;71,163222;180,754583
Male;68,209683;173,252595
Male;69,473227;176,461997
Male;68,144761;173,087693
Male;63,458860;161,185504
Male;67,511358;171,478849
Male;65,937352;167,480874
Male;71,893742;182,610104
Male;64,804140;164,602517
Male;71,729611;182,193213
Male;65,704539;166,889529
Male;72,858080;185,059522
Male;70,222778;178,365857
Male;65,562804;166,529523
Male;67,497015;171,442418
Male;64,821171;164,645775
Male;69,598777;176,780893
Male;67,671984;171,886841
Male;71,906592;182,642745
Male;66,452038;168,788178
Male;68,106002;172,989245
Male;65,077902;165,297871
Male;73,071977;185,602821
Male;66,656521;169,307562
Male;66,933414;170,010870
Male;69,612990;176,816995
Male;69,104499;175,525426
Male;65,482671;166,325984
Male;64,721622;164,392920
Male;69,030491;175,337448
Male;62,948951;159,890336
Male;68,003464;172,728798
Male;67,525106;171,513768
Male;65,193988;165,592729
Male;69,770669;177,217498
Male;74,880308;190,195982
Male;67,672653;171,888538
Male;70,489621;179,043636
Male;64,485390;163,792891
Male;74,397459;188,969546
Male;65,094065;165,338924
Male;71,410754;181,383316
Male;71,651524;181,994872
Male;67,004076;170,190354
Male;69,346474;176,140044
Male;68,536583;174,082920
Male;72,607697;184,423551
Male;68,235886;173,319151
Male;71,136697;180,687210
Male;68,323668;173,542116
Male;70,573326;179,256249
Male;69,030772;175,338160
Male;68,266587;173,397130
Male;71,170612;180,773353
Male;70,324700;178,624737
Male;62,108640;157,755946
Male;69,155114;175,653990
Male;64,257389;163,213769
Male;69,509324;176,553683
Male;73,584678;186,905083
Male;73,405357;186,449608
Male;66,166465;168,062822
Male;71,860273;182,525094
Male;68,586554;174,209847
Male;66,622739;169,221758
Male;70,288739;178,533396
Male;70,402319;178,821891
Male;73,487295;186,657730
Male;64,360136;163,474744
Male;67,778082;172,156328
Male;71,843279;182,481928
Male;68,916293;175,047384
Male;68,055400;172,860717
Male;63,770363;161,976722
Male;66,891238;169,903745
Male;68,783873;174,711037
Male;67,803604;172,221153
Male;63,273151;160,713805
Male;67,378319;171,140931
Male;64,062952;162,719899
Male;74,034598;188,047878
Male;71,317651;181,146834
Male;70,409437;178,839969
Male;69,560033;176,682484
Male;62,346716;158,360659
Male;71,353209;181,237150
Male;70,868808;180,006771
Male;63,754149;161,935538
Male;66,685825;169,381996
Male;67,054803;170,319201
Male;72,738593;184,756025
Male;63,472414;161,219932
Male;71,170587;180,773292
Male;64,464550;163,739958
Male;66,408719;168,678146
Male;67,204109;170,698436
Male;71,253535;180,983979
Male;66,488266;168,880196
Male;71,723491;182,177666
Male;67,979963;172,669105
Male;67,581127;171,656062
Male;68,035095;172,809142
Male;64,963772;165,007982
Male;68,541729;174,095990
Male;67,950838;172,595127
Male;76,806344;195,088113
Male;65,763494;167,039273
Male;70,365393;178,728097
Male;68,312520;173,513800
Male;69,489247;176,502687
Male;71,496140;181,600196
Male;61,226829;155,516145
Male;70,024051;177,861091
Male;75,993360;193,023135
Male;65,739961;166,979501
Male;67,360824;171,096493
Male;70,399874;178,815681
Male;66,384232;168,615949
Male;67,856539;172,355609
Male;75,694314;192,263558
Male;61,461013;156,110973
Male;59,380650;150,826850
Male;66,392855;168,637852
Male;71,091332;180,571984
Male;69,576572;176,724492
Male;67,285598;170,905419
Male;73,621677;186,999060
Male;70,456299;178,958998
Male;65,134166;165,440781
Male;68,360072;173,634583
Male;64,846301;164,709605
Male;71,159400;180,744877
Male;62,813155;159,545415
Male;65,608768;166,646272
Male;72,965880;185,333335
Male;66,044268;167,752441
Male;70,341058;178,666288
Male;64,939990;164,947574
Male;65,873234;167,318015
Male;64,613976;164,119498
Male;66,983536;170,138181
Male;70,019505;177,849542
Male;65,105443;165,367824
Male;67,259198;170,838363
Male;71,980009;182,829224
Male;68,497235;173,982976
Male;70,947114;180,205669
Male;64,682908;164,294588
Male;69,080667;175,464893
Male;67,047670;170,301081
Male;67,135175;170,523344
Male;69,742642;177,146311
Male;68,894529;174,992104
Male;70,253401;178,443638
Male;62,307439;158,260894
Male;70,462013;178,973513
Male;63,714951;161,835976
Male;73,459610;186,587409
Male;71,648308;181,986703
Male;70,143386;178,164201
Male;66,641569;169,269585
Male;70,752012;179,710111
Male;68,152534;173,107437
Male;68,953719;175,142447
Male;71,120827;180,646900
Male;68,847612;174,872935
Male;71,334349;181,189246
Male;74,340206;188,824123
Male;69,329852;176,097823
Male;71,104589;180,605657
Male;71,505206;181,623224
Male;71,579696;181,812428
Male;70,347755;178,683298
Male;66,402397;168,662089
Male;74,517876;189,275405
Male;72,229902;183,463951
Male;73,106059;185,689390
Male;69,558052;176,677452
Male;72,658072;184,551502
Male;65,704774;166,890126
Male;68,011749;172,749842
Male;70,188767;178,279469
Male;70,839116;179,931355
Male;66,071865;167,822536
Male;66,558114;169,057610
Male;74,520972;189,283269
Male;63,732438;161,880392
Male;69,896217;177,536391
Male;75,850112;192,659285
Male;68,388869;173,707728
Male;71,008540;180,361693
Male;68,265724;173,394938
Male;72,391940;183,875528
Male;67,167194;170,604674
Male;69,378950;176,222533
Male;68,464374;173,899510
Male;68,432992;173,819800
Male;68,988287;175,230249
Male;70,616363;179,365562
Male;65,038532;165,197871
Male;73,024206;185,481482
Male;68,720243;174,549418
Male;68,925309;175,070284
Male;75,146908;190,873146
Male;63,154272;160,411852
Male;64,497726;163,824224
Male;69,169484;175,690490
Male;67,117874;170,479400
Male;64,572897;164,015158
Male;69,981892;177,754005
Male;67,290776;170,918570
Male;67,578739;171,649998
Male;70,030673;177,877910
Male;67,285733;170,905763
Male;67,717947;172,003585
Male;71,252417;180,981140
Male;70,981607;180,293281
Male;66,798977;169,669400
Male;66,383576;168,614283
Male;73,513595;186,724531
Male;69,374161;176,210369
Male;68,720608;174,550345
Male;71,539299;181,709818
Male;73,069197;185,595760
Male;69,505229;176,543283
Male;67,268862;170,862910
Male;69,016275;175,301338
Male;72,888870;185,137730
Male;70,710938;179,605783
Male;68,964367;175,169492
Male;70,472195;178,999375
Male;69,006297;175,275995
Male;66,446420;168,773906
Male;68,874876;174,942185
Male;68,423167;173,794844
Male;74,242293;188,575425
Male;69,069036;175,435352
Male;73,401033;186,438625
Male;70,273822;178,495507
Male;74,340861;188,825787
Male;67,705333;171,971545
Male;66,454441;168,794281
Male;69,055747;175,401597
Male;68,035724;172,810739
Male;68,763771;174,659979
Male;70,892519;180,066999
Male;70,865815;179,999171
Male;69,224115;175,829253
Male;68,439576;173,836524
Male;68,253487;173,363856
Male;72,226733;183,455901
Male;70,846821;179,950926
Male;68,787134;174,719321
Male;68,874776;174,941931
Male;66,743004;169,527230
Male;61,675407;156,655533
Male;63,331227;160,861316
Male;64,914932;164,883928
Male;72,963161;185,326429
Male;70,074296;177,988713
Male;66,014958;167,677994
Male;66,683751;169,376728
Male;62,401534;158,499895
Male;69,587280;176,751691
Male;73,084894;185,635631
Male;70,648941;179,448310
Male;72,372066;183,825047
Male;69,263429;175,929109
Male;66,205715;168,162517
Male;64,602807;164,091131
Male;68,368597;173,656237
Male;68,890784;174,982591
Male;65,055304;165,240471
Male;71,536056;181,701582
Male;73,059779;185,571838
Male;65,335335;165,951750
Male;69,798457;177,288080
Male;71,898712;182,622730
Male;69,893038;177,528316
Male;69,260292;175,921141
Male;68,570929;174,170160
Male;74,153065;188,348784
Male;67,502966;171,457535
Male;72,793486;184,895455
Male;68,909491;175,030108
Male;68,720529;174,550144
Male;68,312342;173,513348
Male;61,074487;155,129197
Male;69,573592;176,716923
Male;71,165018;180,759145
Male;71,768822;182,292809
Male;68,161925;173,131290
Male;64,890425;164,821680
Male;66,473281;168,842133
Male;67,172932;170,619247
Male;62,562141;158,907839
Male;70,049702;177,926244
Male;69,326189;176,088520
Male;65,600178;166,624453
Male;69,077577;175,457047
Male;64,872571;164,776329
Male;70,704094;179,588398
Male;63,744727;161,911606
Male;66,106038;167,909336
Male;64,564364;163,993484
Male;71,993174;182,862661
Male;73,075657;185,612168
Male;66,034956;167,728788
Male;70,803201;179,840131
Male;65,204522;165,619486
Male;66,242817;168,256754
Male;65,996464;167,631019
Male;67,516768;171,492590
Male;66,307071;168,419959
Male;60,269108;153,083534
Male;68,697124;174,490694
Male;66,734171;169,504794
Male;67,273294;170,874166
Male;66,560105;169,062666
Male;67,516370;171,491579
Male;69,148775;175,637889
Male;69,416119;176,316943
Male;71,616476;181,905849
Male;70,310944;178,589799
Male;68,395192;173,723787
Male;67,777637;172,155198
Male;70,489053;179,042194
Male;74,706964;189,755689
Male;67,115703;170,473886
Male;67,619487;171,753496
Male;69,071314;175,441138
Male;69,458663;176,425003
Male;65,519541;166,419635
Male;71,462961;181,515921
Male;67,424240;171,257570
Male;72,448847;184,020071
Male;72,088107;183,103791
Male;71,331313;181,181534
Male;69,279703;175,970446
Male;70,768762;179,752656
Male;65,409147;166,139233
Male;62,788992;159,484038
Male;68,278842;173,428258
Male;66,108902;167,916612
Male;69,050638;175,388621
Male;71,212076;180,878673
Male;67,593962;171,688664
Male;65,409071;166,139039
Male;71,273326;181,034249
Male;72,432618;183,978849
Male;70,857794;179,978798
Male;70,171479;178,235556
Male;72,122785;183,191873
Male;70,041417;177,905199
Male;70,246654;178,426502
Male;69,440754;176,379515
Male;68,448349;173,858806
Male;72,688514;184,628826
Male;70,171176;178,234786
Male;73,433953;186,522242
Male;69,895624;177,534885
Male;73,181075;185,879930
Male;68,411275;173,764638
Male;70,116970;178,097104
Male;68,580127;174,193523
Male;64,575076;164,020692
Male;64,911521;164,875263
Male;69,654965;176,923612
Male;69,582444;176,739407
Male;70,035068;177,889074
Male;67,174715;170,623775
Male;70,662340;179,482342
Male;68,000081;172,720206
Male;69,130038;175,590297
Male;68,050026;172,847065
Male;66,737927;169,514336
Male;70,441767;178,922089
Male;69,399650;176,275110
Male;69,947636;177,666996
Male;68,742458;174,605842
Male;65,219125;165,656577
Male;67,504901;171,462449
Male;64,845162;164,706710
Male;69,106898;175,531522
Male;68,957439;175,151894
Male;65,551424;166,500618
Male;65,752486;167,011314
Male;67,564942;171,614952
Male;64,828072;164,663302
Male;66,181879;168,101972
Male;71,172869;180,779086
Male;70,482231;179,024866
Male;67,979057;172,666805
Male;72,309265;183,665533
Male;74,814052;190,027693
Male;74,016897;188,002919
Male;70,236490;178,400684
Male;68,528513;174,062422
Male;65,386095;166,080681
Male;67,290404;170,917627
Male;65,892686;167,367422
Male;74,117882;188,259421
Male;68,487078;173,957177
Male;71,456487;181,499478
Male;69,244446;175,880892
Male;65,493509;166,353512
Male;66,816255;169,713289
Male;71,798719;182,368745
Male;68,074623;172,909543
Male;70,212352;178,339373
Male;76,842679;195,180404
Male;63,724727;161,860806
Male;63,222825;160,585975
Male;67,171374;170,615290
Male;68,949720;175,132289
Male;70,415730;178,855955
Male;70,098577;178,050386
Male;68,224860;173,291144
Male;65,071785;165,282333
Male;64,626402;164,151061
Male;68,374531;173,671308
Male;65,759399;167,028873
Male;71,948486;182,749155
Male;66,705673;169,432410
Male;68,279023;173,428717
Male;72,975210;185,357034
Male;68,131271;173,053428
Male;68,602413;174,250128
Male;65,521633;166,424948
Male;71,429097;181,429906
Male;74,141108;188,318415
Male;65,599913;166,623779
Male;73,035807;185,510950
Male;71,059956;180,492288
Male;65,661124;166,779256
Male;69,569235;176,705858
Male;75,259457;191,159020
Male;71,910912;182,653715
Male;73,541609;186,795686
Male;65,389629;166,089658
Male;67,894777;172,452732
Male;67,919671;172,515965
Male;66,658763;169,313259
Male;73,181767;185,881689
Male;70,127887;178,124834
Male;72,731788;184,738741
Male;68,967225;175,176751
Male;69,475076;176,466693
Male;62,182929;157,944638
Male;68,048531;172,843268
Male;65,594302;166,609526
Male;70,330213;178,638742
Male;72,504410;184,161202
Male;71,154717;180,732981
Male;68,005429;172,733790
Male;72,979451;185,367804
Male;67,718393;172,004719
Male;68,522231;174,046467
Male;66,351331;168,532381
Male;68,180093;173,177436
Male;71,878717;182,571941
Male;71,765559;182,284520
Male;71,153524;180,729951
Male;66,094319;167,879571
Male;70,815880;179,872335
Male;71,301841;181,106675
Male;69,806291;177,307978
Male;65,522389;166,426869
Male;68,558354;174,138218
Male;72,267414;183,559232
Male;63,580566;161,494637
Male;71,044756;180,453680
Male;65,678390;166,823111
Male;65,207347;165,626661
Male;64,838194;164,689012
Male;69,964811;177,710619
Male;67,378518;171,141437
Male;63,230812;160,606262
Male;70,375344;178,753374
Male;71,608560;181,885742
Male;67,087552;170,402382
Male;63,973557;162,492835
Male;67,575473;171,641701
Male;65,192862;165,589870
Male;71,781996;182,326270
Male;72,100300;183,134761
Male;72,372194;183,825372
Male;73,099284;185,672181
Male;69,910535;177,572758
Male;64,560828;163,984504
Male;70,346104;178,679105
Male;68,538978;174,089005
Male;67,789381;172,185027
Male;72,629123;184,477972
Male;67,196519;170,679159
Male;75,946866;192,905041
Male;63,956226;162,448813
Male;69,012657;175,292149
Male;64,966347;165,014521
Male;72,055324;183,020523
Male;66,976668;170,120736
Male;70,280086;178,511420
Male;67,193171;170,670655
Male;65,903088;167,393843
Male;73,696859;187,190022
Male;67,974680;172,655686
Male;65,629902;166,699951
Male;65,823951;167,192835
Male;71,715870;182,158310
Male;73,504268;186,700841
Male;64,032319;162,642090
Male;68,279908;173,430966
Male;74,338739;188,820397
Male;69,811520;177,321260
Male;71,417946;181,401582
Male;73,291508;186,160432
Male;72,087032;183,101060
Male;63,914541;162,342934
Male;72,247325;183,508205
Male;70,597025;179,316442
Male;70,865616;179,998665
Male;71,958388;182,774305
Male;68,153702;173,110403
Male;68,929542;175,081038
Male;66,299193;168,399950
Male;65,273539;165,794790
Male;68,484029;173,949434
Male;65,641536;166,729501
Male;68,868750;174,926626
Male;68,459430;173,886952
Male;69,321305;176,076116
Male;70,464318;178,979369
Male;72,665242;184,569714
Male;69,339667;176,122755
Male;68,568959;174,165157
Male;71,617824;181,909273
Male;68,903942;175,016012
Male;72,664504;184,567840
Male;71,380311;181,305991
Male;70,281162;178,514152
Male;70,710406;179,604431
Male;68,521250;174,043976
Male;61,740658;156,821271
Male;68,772464;174,682059
Male;73,568636;186,864336
Male;66,559730;169,061715
Male;70,309778;178,586836
Male;72,564221;184,313120
Male;73,689808;187,172112
Male;68,141642;173,079770
Male;68,457061;173,880935
Male;73,838929;187,550880
Male;66,667894;169,336450
Male;74,400658;188,977672
Male;67,766513;172,126943
Male;64,069492;162,736510
Male;66,635115;169,253192
Male;69,380303;176,225969
Male;70,001980;177,805030
Male;74,594736;189,470630
Male;68,461383;173,891913
Male;69,581700;176,737518
Male;67,047702;170,301163
Male;71,223423;180,907495
Male;67,073504;170,366700
Male;73,119693;185,724021
Male;66,463445;168,817149
Male;67,786333;172,177286
Male;70,349500;178,687729
Male;71,125754;180,659416
Male;72,297584;183,635863
Male;68,955335;175,146551
Male;67,143510;170,544514
Male;69,966800;177,715671
Male;68,572684;174,174618
Male;68,092965;172,956131
Male;75,885433;192,749000
Male;71,991643;182,858774
Male;68,456754;173,880156
Male;72,467025;184,066243
Male;67,737146;172,052351
Male;70,034821;177,888446
Male;72,192910;183,369991
Male;69,592943;176,766074
Male;71,050918;180,469333
Male;70,809559;179,856281
Male;68,061914;172,877261
Male;73,390987;186,413107
Male;75,341584;191,367624
Male;72,252705;183,521870
Male;66,175870;168,086711
Male;61,678481;156,663342
Male;71,892218;182,606233
Male;62,476803;158,691079
Male;67,966406;172,634672
Male;69,693408;177,021256
Male;62,948682;159,889651
Male;71,359472;181,253059
Male;67,332378;171,024241
Male;67,779670;172,160363
Male;69,161404;175,669966
Male;68,863208;174,912549
Male;67,075852;170,372664
Male;67,303386;170,950601
Male;67,524639;171,512584
Male;68,568375;174,163672
Male;71,566517;181,778954
Male;73,229116;186,001955
Male;69,439860;176,377246
Male;71,623098;181,922668
Male;65,768518;167,052035
Male;72,744545;184,771143
Male;67,231261;170,767403
Male;70,877826;180,029679
Male;69,962811;177,705540
Male;65,872350;167,315769
Male;70,859191;179,982344
Male;71,594926;181,851113
Male;70,050990;177,929515
Male;67,500067;171,450171
Male;65,148688;165,477667
Male;69,022974;175,318354
Male;70,821917;179,887668
Male;70,859347;179,982741
Male;68,054450;172,858303
Male;69,836977;177,385921
Male;63,492099;161,269932
Male;66,631402;169,243760
Male;70,884666;180,047051
Male;67,356598;171,085759
Male;70,440713;178,919411
Male;69,427612;176,346134
Male;68,845117;174,866597
Male;71,329898;181,177941
Male;75,282847;191,218431
Male;68,314188;173,518038
Male;66,778724;169,617958
Male;70,569455;179,246416
Male;66,991167;170,157565
Male;67,608067;171,724489
Male;72,778210;184,856653
Male;72,358249;183,789953
Male;70,639979;179,425546
Male;68,562179;174,147935
Male;68,138426;173,071603
Male;63,393159;161,018623
Male;63,671288;161,725071
Male;69,578030;176,728196
Male;69,101983;175,519038
Male;70,963369;180,246957
Male;70,359691;178,713614
Male;69,244640;175,881387
Male;68,932069;175,087456
Male;72,422761;183,953814
Male;68,434119;173,822663
Male;71,595832;181,853414
Male;72,970283;185,344518
Male;68,721824;174,553434
Male;70,597420;179,317447
Male;70,544008;179,181780
Male;61,136475;155,286648
Male;70,819304;179,881032
Male;67,837986;172,308484
Male;72,354772;183,781120
Male;70,087753;178,022893
Male;65,513907;166,405323
Male;69,368221;176,195282
Male;70,434739;178,904237
Male;69,163188;175,674497
Male;69,082445;175,469411
Male;65,625006;166,687514
Male;70,254261;178,445823
Male;74,261877;188,625167
Male;73,427970;186,507044
Male;68,953082;175,140828
Male;69,309503;176,046137
Male;71,969598;182,802779
Male;69,263679;175,929744
Male;69,322224;176,078449
Male;64,571017;164,010384
Male;69,605883;176,798942
Male;71,977896;182,823857
Male;71,382577;181,311745
Male;68,914254;175,042206
Male;70,647139;179,443733
Male;71,590684;181,840337
Male;71,860625;182,525987
Male;64,149696;162,940228
Male;68,082546;172,929667
Male;71,187911;180,817295
Male;68,260019;173,380448
Male;68,155466;173,114885
Male;66,270257;168,326453
Male;64,762259;164,496139
Male;64,594459;164,069925
Male;67,405951;171,211114
Male;72,117757;183,179104
Male;68,143983;173,085716
Male;69,552041;176,662185
Male;71,803669;182,381318
Male;68,071787;172,902340
Male;68,503056;173,997761
Male;69,241642;175,873771
Male;62,807212;159,530319
Male;63,786402;162,017461
Male;71,458664;181,505007
Male;70,358522;178,710646
Male;70,439221;178,915623
Male;68,384387;173,696343
Male;70,949473;180,211660
Male;71,105578;180,608167
Male;70,135266;178,143575
Male;60,935740;154,776779
Male;71,702390;182,124070
Male;71,159536;180,745221
Male;71,127083;180,662790
Male;70,451585;178,947026
Male;72,363354;183,802920
Male;67,906763;172,483179
Male;67,724936;172,021337
Male;71,774206;182,306483
Male;72,796730;184,903694
Male;70,403673;178,825330
Male;73,143178;185,783671
Male;70,438929;178,914879
Male;68,522049;174,046006
Male;62,494733;158,736622
Male;69,325882;176,087740
Male;71,918302;182,672487
Male;72,063180;183,040478
Male;72,707224;184,676349
Male;67,894812;172,452823
Male;69,893151;177,528603
Male;68,319187;173,530735
Male;71,704218;182,128713
Male;65,540303;166,472368
Male;64,821504;164,646620
Male;68,690373;174,473548
Male;75,427161;191,584988
Male;70,593727;179,308066
Male;71,006749;180,357142
Male;67,363490;171,103265
Male;67,167022;170,604235
Male;72,588021;184,373574
Male;67,719814;172,008328
Male;71,773744;182,305310
Male;60,936236;154,778040
Male;68,275491;173,419748
Male;68,650218;174,371554
Male;67,837608;172,307524
Male;72,391948;183,875548
Male;69,357491;176,168027
Male;69,508182;176,550782
Male;66,970286;170,104527
Male;68,058837;172,869446
Male;73,847530;187,572725
Male;70,428474;178,888323
Male;68,360606;173,635940
Male;75,156879;190,898472
Male;66,118763;167,941658
Male;67,773786;172,145418
Male;60,267190;153,078663
Male;70,779670;179,780363
Male;65,119349;165,403147
Male;66,214664;168,185246
Male;69,017378;175,304139
Male;67,144530;170,547106
Male;69,476150;176,469421
Male;69,741596;177,143654
Male;68,304536;173,493521
Male;71,052559;180,473500
Male;67,962935;172,625855
Male;65,775658;167,070172
Male;70,545981;179,186791
Male;68,854857;174,891336
Male;67,616383;171,745613
Male;63,764049;161,960686
Male;69,717138;177,081530
Male;69,559053;176,679995
Male;70,008973;177,822792
Male;68,111097;173,002187
Male;72,093468;183,117409
Male;73,075345;185,611376
Male;73,903670;187,715322
Male;67,003556;170,189032
Male;65,738883;166,976762
Male;63,861554;162,208347
Male;67,782658;172,167952
Male;68,032908;172,803587
Male;66,528266;168,981796
Male;69,357976;176,169260
Male;65,876938;167,327422
Male;68,359874;173,634080
Male;75,537221;191,864542
Male;67,802044;172,217191
Male;67,864312;172,375353
Male;66,499823;168,909549
Male;64,950812;164,975062
Male;69,353427;176,157704
Male;67,942785;172,574674
Male;67,448656;171,319587
Male;69,639738;176,884934
Male;72,445213;184,010840
Male;67,459899;171,348143
Male;69,948103;177,668181
Male;71,679295;182,065409
Male;64,988090;165,069749
Male;60,217019;152,951227
Male;71,414337;181,392416
Male;68,914623;175,043141
Male;73,609107;186,967131
Male;68,689515;174,471368
Male;74,319890;188,772521
Male;67,352019;171,074128
Male;68,362858;173,641661
Male;69,683643;176,996454
Male;68,843012;174,861251
Male;66,550288;169,037732
Male;68,992079;175,239880
Male;67,318545;170,989106
Male;64,961180;165,001397
Male;71,363595;181,263531
Male;68,748388;174,620906
Male;69,915093;177,584335
Male;73,972511;187,890177
Male;69,068088;175,432944
Male;68,746986;174,617343
Male;67,971721;172,648171
Male;65,806015;167,147278
Male;64,579717;164,032482
Male;70,462303;178,974249
Male;71,330554;181,179606
Male;70,968528;180,260060
Male;65,239635;165,708673
Male;69,501223;176,533106
Male;70,192414;178,288732
Male;68,499441;173,988579
Male;69,191824;175,747234
Male;70,563361;179,230937
Male;69,426483;176,343266
Male;69,777875;177,235803
Male;67,471170;171,376772
Male;64,434567;163,663800
Male;66,900260;169,926662
Male;70,150020;178,181052
Male;66,687038;169,385078
Male;61,611121;156,492246
Male;68,163315;173,134821
Male;69,219568;175,817703
Male;70,065930;177,967461
Male;69,883451;177,503965
Male;69,033824;175,345912
Male;70,717439;179,622296
Male;69,082703;175,470066
Male;68,413366;173,769950
Male;70,102246;178,059705
Male;72,197230;183,380965
Male;71,636974;181,957913
Male;68,647412;174,364427
Male;66,378411;168,601165
Male;69,072177;175,443329
Male;68,858680;174,901048
Male;72,289596;183,615574
Male;65,489762;166,343996
Male;70,639451;179,424204
Male;71,959188;182,776337
Male;71,053249;180,475252
Male;69,780164;177,241617
Male;69,431259;176,355398
Male;72,311261;183,670603
Male;65,809912;167,157176
Male;65,914971;167,424025
Male;70,645191;179,438785
Male;65,234102;165,694618
Male;70,196920;178,300178
Male;64,068362;162,733640
Male;66,819251;169,720897
Male;74,112304;188,245253
Male;69,001537;175,263905
Male;69,996663;177,791523
Male;67,467771;171,368138
Male;74,446608;189,094383
Male;70,119098;178,102508
Male;68,786316;174,717244
Male;67,727250;172,027214
Male;70,839872;179,933276
Male;70,332715;178,645097
Male;69,477410;176,472621
Male;70,967267;180,256857
Male;64,144222;162,926323
Male;70,664700;179,488337
Male;69,491523;176,508469
Male;68,489164;173,962476
Male;66,933738;170,011694
Male;66,857194;169,817272
Male;69,861439;177,448055
Male;66,695296;169,406053
Male;70,567224;179,240749
Male;64,328580;163,394594
Male;64,991405;165,078167
Male;68,128991;173,047636
Male;71,954680;182,764888
Male;68,733249;174,582452
Male;70,962042;180,243587
Male;70,899517;180,084772
Male;71,834466;182,459544
Male;65,712982;166,910975
Male;68,491312;173,967932
Male;70,120378;178,105761
Male;66,867246;169,842804
Male;72,445634;184,011910
Male;70,893890;180,070480
Male;68,309374;173,505811
Male;71,594783;181,850749
Male;68,879179;174,953116
Male;69,353320;176,157432
Male;70,037158;177,894382
Male;68,671465;174,425520
Male;66,467378;168,827140
Male;70,299585;178,560947
Male;72,350242;183,769614
Male;70,379932;178,765027
Male;65,010905;165,127697
Male;68,156312;173,117032
Male;69,923714;177,606234
Male;73,432736;186,519151
Male;63,720260;161,849459
Male;62,258636;158,136937
Male;72,210153;183,413789
Male;74,244124;188,580075
Male;70,114694;178,091322
Male;72,201204;183,391057
Male;68,092855;172,955851
Male;68,041055;172,824279
Male;71,422887;181,414133
Male;72,873203;185,097936
Male;69,641821;176,890225
Male;67,684326;171,918187
Male;67,383136;171,153165
Male;63,418763;161,083659
Male;65,215556;165,647512
Male;69,465859;176,443281
Male;68,930729;175,084052
Male;69,217009;175,811203
Male;68,941659;175,111813
Male;67,452767;171,330029
Male;65,376435;166,056145
Male;69,639312;176,883852
Male;64,790451;164,567746
Male;68,862988;174,911988
Male;67,083264;170,391491
Male;67,038865;170,278718
Male;67,295351;170,930191
Male;70,549153;179,194849
Male;65,404886;166,128410
Male;67,110100;170,459655
Male;66,862725;169,831322
Male;71,955362;182,766619
Male;64,037760;162,655909
Male;61,625861;156,529687
Male;70,959591;180,237361
Male;66,911863;169,956133
Male;69,220668;175,820498
Male;67,374765;171,131903
Male;71,541082;181,714349
Male;71,890665;182,602288
Male;73,610215;186,969946
Male;64,096326;162,804667
Male;70,962617;180,245047
Male;70,280272;178,511890
Male;67,444454;171,308913
Male;69,473096;176,461665
Male;68,743647;174,608864
Male;70,901461;180,089710
Male;66,668727;169,338566
Male;67,788799;172,183550
Male;68,457035;173,880869
Male;69,509852;176,555025
Male;69,769604;177,214795
Male;66,487231;168,877568
Male;72,726620;184,725615
Male;71,490179;181,585055
Male;71,473571;181,542869
Male;64,639449;164,184200
Male;69,689848;177,012215
Male;70,004887;177,812412
Male;67,032830;170,263387
Male;69,885301;177,508665
Male;65,357759;166,008709
Male;64,445098;163,690548
Male;68,286426;173,447521
Male;69,936447;177,638576
Male;68,382522;173,691605
Male;67,510950;171,477813
Male;71,872584;182,556364
Male;72,038944;182,978919
Male;68,688931;174,469884
Male;68,688855;174,469692
Male;67,559149;171,600239
Male;69,515640;176,569727
Male;72,203877;183,397847
Male;71,305714;181,116514
Male;69,634527;176,871698
Male;69,206348;175,784125
Male;67,192076;170,667873
Male;72,169810;183,311318
Male;69,628557;176,856534
Male;67,900875;172,468222
Male;64,766566;164,507078
Male;69,026501;175,327313
Male;69,380499;176,226469
